rssi,x,y,z
-106,894.4638945000479,1019.513584570959,1.5
-102,1447.100786704803,1577.869399622083,1.5
-102,1447.100786704803,1577.869399622083,1.5
-107,1461.036305473826,1624.143779653125,1.5
-102,1473.336316190078,1662.530714379624,1.5
-105,1497.478836283321,1735.310462767258,1.5
-103,1497.478836283321,1735.310462767258,1.5
-98,1487.316947076702,1786.565590402111,1.5
-93,1487.316947076702,1786.565590402111,1.5
-98,1411.780191875296,1783.739527783357,1.5
-101,1385.931777275866,1781.717311782762,1.5
-87,1385.931777275866,1781.717311782762,1.5
-97,1300.525255881308,1779.749884076416,1.5
-88,1187.850006321038,1774.52111933846,1.5
-100,1200.437228684721,1909.946224015206,1.5
-93,1203.199400954531,1962.157126406208,1.5
-83,1195.067369886558,2044.455891758204,1.5
-89,1195.067369886558,2044.455891758204,1.5
-79,1195.067369886558,2044.455891758204,1.5
-86,1195.067369886558,2044.455891758204,1.5
-81,1195.067369886558,2044.455891758204,1.5
-89,1177.017349251604,2131.046910660341,1.5
-78,1177.017349251604,2131.046910660341,1.5
-66,1177.017349251604,2131.046910660341,1.5
-70,1157.187408720609,2175.963814123534,1.5
-81,1136.09904656111,2222.746200017631,1.5
-77,1091.122504320927,2303.53332833387,1.5
-78,1091.122504320927,2303.53332833387,1.5
-78,924.8481456968002,2290.354046141729,1.5
-87,924.8481456968002,2290.354046141729,1.5
-84,1073.399120703165,2337.291887294501,1.5
-86,1228.540258173016,2309.440217345953,1.5
-85,1292.982444483554,2298.044419335201,1.5
-78,1333.002438138705,2292.73217818886,1.5
-78,1378.488546230714,2285.723791900091,1.5
-76,1455.874398257583,2273.954060625285,1.5
-77,1509.431046447949,2255.205564218573,1.5
-77,1533.015414260677,2242.906725989655,1.5
-76,1640.353430124465,2189.23991541937,1.5
-77,1640.353430124465,2189.23991541937,1.5
-74,1743.74284848565,2190.458776094019,1.5
-79,1705.152016517532,2174.302805241197,1.5
-80,1705.152016517532,2174.302805241197,1.5
-79,1705.152016517532,2174.302805241197,1.5
-77,1700.558205454319,2172.355736801401,1.5
-80,1700.558205454319,2172.355736801401,1.5
-80,1700.558205454319,2172.355736801401,1.5
-81,1700.558205454319,2172.355736801401,1.5
-82,1700.558205454319,2172.355736801401,1.5
-83,1700.558205454319,2172.355736801401,1.5
-79,1700.558205454319,2172.355736801401,1.5
-81,1702.919558766414,2172.388633397408,1.5
-84,1702.919558766414,2172.388633397408,1.5
-75,1702.919558766414,2172.388633397408,1.5
-62,1702.919558766414,2172.388633397408,1.5
-87,1702.919558766414,2172.388633397408,1.5
-71,1711.126790283481,2172.946043079719,1.5
-61,1718.929522751016,2173.054738008417,1.5
-57,1718.929522751016,2173.054738008417,1.5
-51,1725.601369478856,2173.258444979787,1.5
-50,1731.864088636823,2173.345681289211,1.5
-51,1744.39106898196,2173.409398745745,1.5
-50,1744.39106898196,2173.409398745745,1.5
-51,1760.467355901317,2169.313322077505,1.5
-51,1760.467355901317,2169.313322077505,1.5
-53,1769.24720294727,2158.247945507988,1.5
-52,1771.265747134981,2153.402227768674,1.5
-52,1768.628785377601,2151.039357142523,1.5
-52,1768.628785377601,2151.039357142523,1.5
-51,1766.707411037176,2148.907989774831,1.5
-52,1766.707411037176,2148.907989774831,1.5
