47,0,-81.1405,171.99
47,1,-121.094,1408.66
47,2,-102.172,520.315
47,3,-105.734,627.609
47,4,-123.018,1558.77
47,5,-115.24,1035.09
47,6,-123.746,1619.61
47,7,-116.204,1088.95
47,8,-120.696,1379.41
47,9,-117.768,1182.42
47,10,-120.803,1387.2
47,11,-119.913,1323.74
47,12,-121.167,1414.02
47,13,-122.962,1554.18
47,14,-121.362,1428.67
47,15,-125.638,1789.2
47,16,-123.009,1558
47,17,-126.468,1869.14
47,18,-102.407,526.779
47,19,-100.309,471.71
47,20,-117.623,1173.42
47,21,-116.702,1117.9
47,22,-114.276,983.866
47,23,-114.002,969.809
47,24,-114.195,979.707
47,25,-121.154,1413.09
47,26,-117.752,1181.41
47,27,-121.534,1441.65
47,28,-119.175,1273.32
47,29,-120.319,1352.31
47,30,-108.605,729.972
47,31,-117.659,1175.64
47,32,-112.721,906.578
47,33,-114.286,984.417
47,34,-118.841,1251.08
47,35,-117.415,1160.61
47,36,-115.225,1034.3
47,37,-116.676,1116.39
47,38,-121.782,1460.54
47,39,-116.752,1120.86
47,40,-100.596,478.879
47,41,-122.464,1513.93
47,42,-118.614,1236.22
47,43,-117.901,1190.69
47,44,-121.674,1452.29
47,45,-127.324,1955.24
47,46,-122.143,1488.61
