0,1,0,-50.7389,-95.5,39.0781
1,1,0,-65.159,-103,88.6335
2,1,0,-73.2672,-103,140.47
3,1,0,-78.1367,-99,185.22
4,1,0,-78.7891,-98,192.21
5,1,0,-78.7926,-100.5,192.249
6,1,0,-79.7413,-109,202.891
7,1,0,-80.9619,-97,217.454
8,1,0,-89.5317,-95,353.784
9,1,0,-97.4852,-93.5,555.784
10,1,0,-99.6557,-103,628.697
11,1,0,-102.081,-98.5,721.547
12,1,0,-102.265,-96,729.122
13,1,0,-101.905,-112,714.353
14,1,0,-100.1,-117,644.775
15,1,0,-105.283,-105,865.422
16,1,0,-107.742,-110,995.171
17,1,0,-108.502,-108,1039.05
18,1,0,-109.284,-114,1086.2
19,1,0,-109.685,-115,1111.24
20,1,0,-111.498,-111,1231.75
21,1,0,-111.79,-115,1252.38
22,1,0,-111.846,-112,1256.32
23,1,0,-112.202,-115,1282.04
24,1,0,-112.366,-112,1293.97
25,1,0,-112.279,-107,1287.64
26,1,0,-112.271,-108,1287.02
27,1,0,-112.231,-104,1284.11
28,1,0,-111.872,-94,1258.23
29,1,0,-110.97,-97.5,1195.37
30,1,0,-110.017,-102,1132.37
31,1,0,-109.636,-106,1108.14
32,1,0,-109.184,-116,1080.1
33,1,0,-106.677,-104,936.736
34,1,0,-106.531,-110,929.018
35,1,0,-106.514,-110,928.102
36,1,0,-106.557,-108,930.397
37,1,0,-105.841,-109,893.32
38,1,0,-103.585,-109.5,785.896
39,1,0,-102.326,-110,731.636
40,1,0,-101.837,-107,711.613
41,1,0,-101.541,-111,699.737
42,1,0,-102.168,-115,725.116
43,1,0,-102.571,-110,741.888
44,1,0,-103.819,-114,796.398
45,1,0,-104.171,-112,812.486
46,1,0,-108.08,-112,1014.41
47,1,0,-110.644,-113,1173.45
48,1,0,-111.988,-110,1266.53
49,1,0,-114.364,-113,1449.46
50,1,0,-115.212,-111,1521.02
51,1,0,-115.866,-111,1578.55
52,1,0,-115.841,-111.33,1576.33
53,1,0,-115.884,-110,1580.21
54,1,0,-115.928,-111,1584.1
55,1,0,-115.833,-109,1575.62
56,1,0,-116.096,-108,1599.34
57,1,0,-116.124,-104,1601.81
58,1,0,-116.094,-109,1599.16
59,1,0,-116.091,-109,1598.9
60,1,0,-116.091,-110,1598.87
61,1,0,-116.084,-109.67,1598.21
62,1,0,-115.496,-111,1545.71
63,1,0,-115.102,-107,1511.53
64,1,0,-115.096,-109,1511.05
65,1,0,-115.047,-112,1506.83
66,1,0,-114.753,-112,1481.83
67,1,0,-114.809,-110,1486.61
68,1,0,-114.79,-106,1485
69,1,0,-114.729,-110,1479.83
70,1,0,-114.829,-109,1488.26
71,1,0,-114.852,-107.5,1490.22
72,1,0,-115.03,-110,1505.37
73,1,0,-115.021,-115,1504.61
74,1,0,-115.013,-111,1503.92
75,1,0,-114.887,-110,1493.22
76,1,0,-114.075,-108.5,1425.92
77,1,0,-113.695,-108,1395.43
78,1,0,-113.412,-110,1373.18
79,1,0,-114.956,-105,1499.06
80,1,0,-115,-107,1502.79
81,1,0,-116.995,-108.5,1683.09
82,1,0,-117.814,-109,1763.23
83,1,0,-117.357,-108.33,1718.05
84,1,0,-116.988,-111,1682.43
85,1,0,-117.127,-111,1695.74
86,1,0,-116.838,-107.5,1668.19
87,1,0,-114.376,-111.5,1450.48
88,1,0,-113.776,-112,1401.92
89,1,0,-116.545,-112,1640.61
90,1,0,-116.562,-107.41,1642.23
91,1,0,-117.152,-99,1698.19
92,1,0,-117.264,-98.5,1708.98
93,1,0,-117.689,-99,1750.73
94,1,0,-118.255,-98,1807.95
95,1,0,-118.26,-98.5,1808.48
96,1,0,-118.284,-96,1810.95
97,1,0,-119.451,-99,1935.03
98,1,0,-119.742,-95,1967.28
99,1,0,-119.677,-99,1960
100,1,0,-119.546,-101,1945.42
101,1,0,-118.846,-100,1869.67
102,1,0,-117.375,-106,1719.78
103,1,0,-115.816,-104,1574.12
104,1,0,-114.707,-104,1477.97
105,1,0,-113.812,-102,1404.74
106,1,0,-113.843,-101.5,1407.26
107,1,0,-100,-102,641.119
108,1,0,-98.6389,-102,593.421
109,1,0,-97.4158,-102,553.6
110,1,0,-94.828,-105,477.934
111,1,0,-93.3294,-104,438.941
112,1,0,-95.1278,-95.5,486.141
113,1,0,-95.7862,-101,504.665
