147,109,0.348624
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,108,0.361111
147,109,0.348624
147,109,0.348624
147,109,0.348624
147,146,0.00684932
147,146,0.00684932
147,146,0.00684932
147,146,0.00684932
147,146,0.00684932
147,146,0.00684932
147,146,0.00684932
147,146,0.00684932
147,146,0.00684932
147,146,0.00684932
