,x,y,z,lat,lng,elevation
73,353.9883611525875,2245.846611587331,1.5,-22.813816,-47.070773,577.0
74,441.7540462537436,2242.274738036096,1.5,-22.813846,-47.069904,576.0
75,442.2540462537436,2242.774738036096,1.5,-22.813846,-47.069904,576.0
76,575.4277365222806,2222.215041901916,1.5,-22.814044,-47.068605,577.0
77,575.9277365222806,2222.715041901916,1.5,-22.814044,-47.068605,577.0
78,576.4277365222806,2223.215041901916,1.5,-22.814044,-47.068605,577.0
79,576.9277365222806,2223.715041901916,1.5,-22.814044,-47.068605,577.0
80,700.8725999883027,2151.749635796063,1.5,-22.814696,-47.067393,579.0
81,701.3725999883027,2152.249635796063,1.5,-22.814696,-47.067393,579.0
82,701.8725999883027,2152.749635796063,1.5,-22.814696,-47.067393,579.0
83,783.8320620964514,2049.894955057651,1.5,-22.815626,-47.066599,586.0
84,784.3320620964514,2050.394955057651,1.5,-22.815626,-47.066599,586.0
85,784.8320620964514,2050.894955057651,1.5,-22.815626,-47.066599,586.0
86,819.5984927483369,2010.961426266469,1.5,-22.815982,-47.066256,588.0
87,820.0984927483369,2011.461426266469,1.5,-22.815982,-47.066256,588.0
88,853.1979460085277,1892.021930531599,1.5,-22.81706,-47.065945,584.0
89,853.6979460085277,1892.521930531599,1.5,-22.81706,-47.065945,584.0
90,854.1979460085277,1893.021930531599,1.5,-22.81706,-47.065945,584.0
91,854.6979460085277,1893.521930531599,1.5,-22.81706,-47.065945,584.0
92,1004.070607040776,1897.454805401154,1.5,-22.81703,-47.064475,595.0
93,927.4778393048908,1705.749658399262,1.5,-22.818751,-47.065247,588.0
94,927.9778393048908,1706.249658399262,1.5,-22.818751,-47.065247,588.0
95,829.3675855603651,1789.780576438643,1.5,-22.81798,-47.066191,588.0
96,829.8675855603651,1790.280576438643,1.5,-22.81798,-47.066191,588.0
97,838.3031246589962,1855.702695084736,1.5,-22.817386,-47.066095,584.0
98,838.8031246589962,1856.202695084736,1.5,-22.817386,-47.066095,584.0
99,839.3031246589962,1856.702695084736,1.5,-22.817386,-47.066095,584.0
100,762.126759674109,1671.091570392251,1.5,-22.819043,-47.066862,597.0
101,762.626759674109,1671.591570392251,1.5,-22.819043,-47.066862,597.0
102,763.126759674109,1672.091570392251,1.5,-22.819043,-47.066862,597.0
103,763.626759674109,1672.591570392251,1.5,-22.819043,-47.066862,597.0
104,724.9532235281076,1612.527944714762,1.5,-22.819567,-47.067232,604.0
