,latitude,longitude,elevation,maps_lat,maps_long,resolution
115,-22.82640533371841,-47.06430825896828,630.9996948242188,-22.82641,-47.06431,152.7032318115234
116,-22.82615429434446,-47.06448409505186,630.3408203125,-22.82615,-47.06448,152.7032318115234
117,-22.82706292525383,-47.06525084848154,630.4947509765625,-22.82706,-47.06525,152.7032318115234
118,-22.82695552479168,-47.06503312160053,630.6531372070312,-22.82696,-47.06503,152.7032318115234
119,-22.82692922696075,-47.06492362134566,630.7748413085938,-22.82693,-47.06492,152.7032318115234
120,-22.82705699856535,-47.06483399049802,630.913330078125,-22.82706,-47.06483,152.7032318115234
121,-22.82714371380977,-47.06500797458264,630.7792358398438,-22.82714,-47.06501,152.7032318115234
122,-22.8275589716155,-47.06484113977246,631.1190795898438,-22.82756,-47.06484,152.7032318115234
123,-22.82753022319337,-47.06485764532896,631.0003662109375,-22.82753,-47.06486,152.7032318115234
124,-22.82755364772265,-47.06491035380327,631.0735473632812,-22.82755,-47.06491,152.7032318115234
125,-22.82745567924855,-47.06485375332252,630.984130859375,-22.82746,-47.06485,152.7032318115234
126,-22.82544462990462,-47.06343032108617,624.8258666992188,-22.82544,-47.06343,152.7032318115234
127,-22.82526989038326,-47.06456603763299,624.6882934570312,-22.82527,-47.06457,152.7032318115234
128,-22.82511936683152,-47.06421739746357,623.184814453125,-22.82512,-47.06422,152.7032318115234
129,-22.82520847785659,-47.06417340438607,623.8536376953125,-22.82521,-47.06417,152.7032318115234
130,-22.82488142173018,-47.06471118426995,622.48046875,-22.82488,-47.06471,152.7032318115234
131,-22.82487938833358,-47.06449421548784,621.929931640625,-22.82488,-47.06449,152.7032318115234
132,-22.82482646492701,-47.06448711427401,621.5849609375,-22.82483,-47.06449,152.7032318115234
133,-22.82476143135059,-47.06426549025932,620.520263671875,-22.82476,-47.06427,152.7032318115234
134,-22.82478219660817,-47.06350983377209,619.17431640625,-22.82478,-47.06351,152.7032318115234
135,-22.82451840056277,-47.06375259897296,617.7188110351562,-22.82452,-47.06375,152.7032318115234
136,-22.82462793828453,-47.06395871102772,619.0643310546875,-22.82463,-47.06396,152.7032318115234
137,-22.82478162851579,-47.06388710582173,619.7384643554688,-22.82478,-47.06389,152.7032318115234
138,-22.82487595043349,-47.06382997879111,620.5150146484375,-22.82488,-47.06383,152.7032318115234
139,-22.82500284201231,-47.06378670500733,621.50537109375,-22.825,-47.06379,152.7032318115234
140,-22.82458159423351,-47.06403950341109,619.0595092773438,-22.82458,-47.06404,152.7032318115234
141,-22.82469810466451,-47.06419554880846,620.05419921875,-22.8247,-47.0642,152.7032318115234
142,-22.82465938269192,-47.06415204148228,619.7338256835938,-22.82466,-47.06415,152.7032318115234
143,-22.82732925258316,-47.06529111288994,630.76806640625,-22.82733,-47.06529,152.7032318115234
144,-22.82816891019041,-47.06549367148804,631.6865844726562,-22.82817,-47.06549,152.7032318115234
145,-22.82763287593934,-47.06539392580571,631.16259765625,-22.82763,-47.06539,152.7032318115234
146,-22.82770269066158,-47.06546819777402,631.2041015625,-22.8277,-47.06547,152.7032318115234
147,-22.82774278223869,-47.06558463121789,631.1050415039062,-22.82774,-47.06558,152.7032318115234
148,-22.82797553229322,-47.06562767727846,631.0818481445312,-22.82798,-47.06563,152.7032318115234
149,-22.82788877906649,-47.06566863787597,630.9738159179688,-22.82789,-47.06567,152.7032318115234
150,-22.82768523057132,-47.06573231087872,630.92724609375,-22.82769,-47.06573,152.7032318115234
151,-22.8278400621402,-47.06584317201592,630.6420288085938,-22.82784,-47.06584,152.7032318115234
152,-22.82803596503092,-47.06584007165363,630.4111328125,-22.82804,-47.06584,152.7032318115234
153,-22.82789881123767,-47.06601760522383,630.1488647460938,-22.8279,-47.06602,152.7032318115234
154,-22.82755769379256,-47.06581202265131,630.9710083007812,-22.82756,-47.06581,152.7032318115234
155,-22.82758940695655,-47.06637967556395,630.0233764648438,-22.82759,-47.06638,152.7032318115234
156,-22.8281954043932,-47.06614644258081,628.9022827148438,-22.8282,-47.06615,152.7032318115234
157,-22.82797133671356,-47.06618714481934,629.434814453125,-22.82797,-47.06619,152.7032318115234
158,-22.82807354819705,-47.06630773684245,628.6409301757812,-22.82807,-47.06631,152.7032318115234
159,-22.82777203055873,-47.06631848008172,629.603759765625,-22.82777,-47.06632,152.7032318115234
160,-22.82786449525997,-47.06644467269027,628.8692016601562,-22.82786,-47.06644,152.7032318115234
161,-22.82792573182739,-47.06651140754087,628.3539428710938,-22.82793,-47.06651,152.7032318115234
162,-22.82781402704375,-47.06677381939411,627.8919067382812,-22.82781,-47.06677,152.7032318115234
163,-22.82771639287689,-47.06670003424479,628.5109252929688,-22.82772,-47.0667,152.7032318115234
164,-22.82775200458585,-47.06666515917815,628.48779296875,-22.82775,-47.06667,152.7032318115234
165,-22.82780091069624,-47.06664846442872,628.3531494140625,-22.8278,-47.06665,152.7032318115234
166,-22.82751184020787,-47.06688878740762,628.43505859375,-22.82751,-47.06689,152.7032318115234
167,-22.827407847815,-47.06682112399201,628.5515747070312,-22.82741,-47.06682,152.7032318115234
168,-22.82731936470778,-47.0671422942039,626.42529296875,-22.82732,-47.06714,152.7032318115234
169,-22.82429276281782,-47.06466017537275,619.6027221679688,-22.82429,-47.06466,152.7032318115234
170,-22.82438563762323,-47.06518245849737,620.6460571289062,-22.82439,-47.06518,152.7032318115234
171,-22.82387568186725,-47.06540819707828,619.3311767578125,-22.82388,-47.06541,152.7032318115234
172,-22.82417074539134,-47.06543944944409,620.2135620117188,-22.82417,-47.06544,152.7032318115234
173,-22.82416931234164,-47.06529619838514,620.0448608398438,-22.82417,-47.0653,152.7032318115234
174,-22.82403787218512,-47.06555173785117,619.8638305664062,-22.82404,-47.06555,152.7032318115234
175,-22.82383235066585,-47.06570178031359,619.529052734375,-22.82383,-47.0657,152.7032318115234
176,-22.82346188609968,-47.06596552638514,619.6047973632812,-22.82346,-47.06597,152.7032318115234
177,-22.82340648927704,-47.06585910052462,619.2532958984375,-22.82341,-47.06586,152.7032318115234
178,-22.82349563490282,-47.0658044316319,619.1993408203125,-22.8235,-47.0658,152.7032318115234
179,-22.82334442824824,-47.06582978384755,618.9619750976562,-22.82334,-47.06583,152.7032318115234
180,-22.82356239311099,-47.065893184756,619.4847412109375,-22.82356,-47.06589,152.7032318115234
181,-22.82326164198148,-47.06595825437103,619.107666015625,-22.82326,-47.06596,152.7032318115234
182,-22.82388272337268,-47.06474247708493,618.0430297851562,-22.82388,-47.06474,152.7032318115234
183,-22.82401506632456,-47.06493091959375,618.9676513671875,-22.82402,-47.06493,152.7032318115234
184,-22.82349481221606,-47.06482540615045,616.587890625,-22.82349,-47.06483,152.7032318115234
185,-22.82369509586222,-47.06468782161456,617.0677490234375,-22.8237,-47.06469,152.7032318115234
186,-22.82288516239106,-47.06570891407401,617.3017578125,-22.82289,-47.06571,152.7032318115234
187,-22.82280987188275,-47.06558185745714,616.6900634765625,-22.82281,-47.06558,152.7032318115234
188,-22.82273662210989,-47.0654582174009,616.1366577148438,-22.82274,-47.06546,152.7032318115234
189,-22.82337627543984,-47.06519670796302,617.2142333984375,-22.82338,-47.0652,152.7032318115234
190,-22.82484155312707,-47.0657092635178,622.2139282226562,-22.82484,-47.06571,152.7032318115234
191,-22.82484642866503,-47.06557014216475,622.271484375,-22.82485,-47.06557,152.7032318115234
192,-22.82466746038828,-47.06553734919142,621.669921875,-22.82467,-47.06554,152.7032318115234
193,-22.82393493173468,-47.06617092032558,620.0,-22.82393,-47.06617,152.7032318115234
194,-22.82418671443614,-47.0660122271123,620.2717895507812,-22.82419,-47.06601,152.7032318115234
195,-22.82402383566749,-47.06616984440697,620.0,-22.82402,-47.06617,152.7032318115234
196,-22.82324268979914,-47.06675329881106,619.5047607421875,-22.82324,-47.06675,152.7032318115234
197,-22.82431253671133,-47.06622747893653,620.5698852539062,-22.82431,-47.06623,152.7032318115234
198,-22.82447064972532,-47.0664520709465,620.8231811523438,-22.82447,-47.06645,152.7032318115234
199,-22.8249229281689,-47.06617360734133,622.3199462890625,-22.82492,-47.06617,152.7032318115234
200,-22.82631248192291,-47.06702638064639,624.3810424804688,-22.82631,-47.06703,152.7032318115234
201,-22.82562250953151,-47.06701393135351,622.7681274414062,-22.82562,-47.06701,152.7032318115234
202,-22.82554080305492,-47.06674133509416,623.2957153320312,-22.82554,-47.06674,152.7032318115234
203,-22.82505900758947,-47.06680135052657,621.8102416992188,-22.82506,-47.0668,152.7032318115234
204,-22.82470497464741,-47.06692115717122,620.7288818359375,-22.8247,-47.06692,152.7032318115234
205,-22.82387967183977,-47.06690623187565,619.901611328125,-22.82388,-47.06691,152.7032318115234
206,-22.823788571042,-47.06679109283665,620.0,-22.82379,-47.06679,152.7032318115234
207,-22.82418790707077,-47.06772189648507,619.420166015625,-22.82419,-47.06772,152.7032318115234
208,-22.82401572411757,-47.06743187299128,619.7960205078125,-22.82402,-47.06743,152.7032318115234
209,-22.82386108264907,-47.06753773030155,619.1638793945312,-22.82386,-47.06754,152.7032318115234
210,-22.82372042358323,-47.06763418397583,618.4939575195312,-22.82372,-47.06763,152.7032318115234
211,-22.82396792132924,-47.06409510090529,616.4007568359375,-22.82397,-47.0641,152.7032318115234
212,-22.82384365773027,-47.06400728650969,615.192138671875,-22.82384,-47.06401,152.7032318115234
213,-22.82274709693205,-47.06486686479041,612.8802490234375,-22.82275,-47.06487,152.7032318115234
214,-22.82278935604646,-47.06464599632004,611.8591918945312,-22.82279,-47.06465,152.7032318115234
215,-22.82298692813097,-47.06473497373627,613.4844970703125,-22.82299,-47.06473,152.7032318115234
216,-22.82336581501156,-47.06448606256848,614.6397705078125,-22.82337,-47.06449,152.7032318115234
217,-22.82384312206897,-47.06346220493219,611.486572265625,-22.82384,-47.06346,152.7032318115234
218,-22.8230772244525,-47.06337594668454,607.1299438476562,-22.82308,-47.06338,152.7032318115234
219,-22.82331920947462,-47.06321597438829,608.3146362304688,-22.82332,-47.06322,152.7032318115234
220,-22.82280580829767,-47.06337730307659,605.5512084960938,-22.82281,-47.06338,152.7032318115234
221,-22.82303739678388,-47.06310579828033,606.8738403320312,-22.82304,-47.06311,152.7032318115234
222,-22.82231024189384,-47.06424645639577,607.3217163085938,-22.82231,-47.06425,152.7032318115234
223,-22.82252866483726,-47.06409679878921,607.4090576171875,-22.82253,-47.0641,152.7032318115234
224,-22.82274365127669,-47.06394947285061,607.65234375,-22.82274,-47.06395,152.7032318115234
225,-22.82233929983959,-47.0639011801354,605.768798828125,-22.82234,-47.0639,152.7032318115234
226,-22.82267324503215,-47.06376980654686,606.5479125976562,-22.82267,-47.06377,152.7032318115234
227,-22.82173158215238,-47.06390451186212,603.4077758789062,-22.82173,-47.0639,152.7032318115234
228,-22.82185587564211,-47.06413088972088,604.6565551757812,-22.82186,-47.06413,152.7032318115234
229,-22.821877217159,-47.06403594750194,604.2783203125,-22.82188,-47.06404,152.7032318115234
230,-22.82192830045886,-47.06389947887534,604.14892578125,-22.82193,-47.0639,152.7032318115234
231,-22.82198736663885,-47.06400456454079,604.6427001953125,-22.82199,-47.064,152.7032318115234
232,-22.8218818899552,-47.06444293482814,606.5498046875,-22.82188,-47.06444,152.7032318115234
233,-22.82179215206416,-47.06436056920531,605.6905517578125,-22.82179,-47.06436,152.7032318115234
234,-22.82119794279166,-47.06623375692565,610.4165649414062,-22.8212,-47.06623,152.7032318115234
235,-22.82083129893438,-47.06769197979391,611.4871215820312,-22.82083,-47.06769,152.7032318115234
236,-22.82087295607353,-47.06728609081524,611.5059814453125,-22.82087,-47.06729,152.7032318115234
237,-22.82077413405215,-47.06748122748723,611.97412109375,-22.82077,-47.06748,152.7032318115234
238,-22.82073834761582,-47.06725114327024,611.3409423828125,-22.82074,-47.06725,152.7032318115234
239,-22.82052470231165,-47.06685988986169,609.5740356445312,-22.82052,-47.06686,152.7032318115234
240,-22.82062503057722,-47.06670867016291,609.5830078125,-22.82063,-47.06671,152.7032318115234
241,-22.82042806987815,-47.06646056468757,607.9810180664062,-22.82043,-47.06646,152.7032318115234
242,-22.82025325504576,-47.06648344750975,607.2528686523438,-22.82025,-47.06648,152.7032318115234
243,-22.82026251273281,-47.06655820906344,607.529541015625,-22.82026,-47.06656,152.7032318115234
244,-22.82028377031678,-47.06685117072825,608.5380859375,-22.82028,-47.06685,152.7032318115234
245,-22.82024499022198,-47.06671184877361,607.8790893554688,-22.82024,-47.06671,152.7032318115234
246,-22.82062311945385,-47.06754916342323,611.7608642578125,-22.82062,-47.06755,152.7032318115234
247,-22.82056202582735,-47.06741906122809,611.615966796875,-22.82056,-47.06742,152.7032318115234
248,-22.82051711252344,-47.06732804164894,611.22900390625,-22.82052,-47.06733,152.7032318115234
249,-22.82047326688204,-47.06723820765865,610.7863159179688,-22.82047,-47.06724,152.7032318115234
250,-22.82010954901506,-47.06678544843905,607.5441284179688,-22.82011,-47.06679,152.7032318115234
251,-22.82021859329101,-47.06711791844176,609.582275390625,-22.82022,-47.06712,152.7032318115234
252,-22.82039485430588,-47.06774559761724,610.8433837890625,-22.82039,-47.06775,152.7032318115234
253,-22.82041670721943,-47.06747962546312,611.6074829101562,-22.82042,-47.06748,152.7032318115234
254,-22.82009235807347,-47.0675471682349,610.989013671875,-22.82009,-47.06755,152.7032318115234
255,-22.82031248859704,-47.06762052605192,611.1055297851562,-22.82031,-47.06762,152.7032318115234
256,-22.8201858114141,-47.06773759998581,610.5812377929688,-22.82019,-47.06774,152.7032318115234
257,-22.81995690656807,-47.06760465320506,610.6207885742188,-22.81996,-47.0676,152.7032318115234
258,-22.82008487054448,-47.06698449801671,608.4046020507812,-22.82008,-47.06698,152.7032318115234
259,-22.81987106222868,-47.0669579975797,607.5680541992188,-22.81987,-47.06696,152.7032318115234
260,-22.8196691131952,-47.06718782661126,608.1090698242188,-22.81967,-47.06719,152.7032318115234
261,-22.81980741974461,-47.0671246844497,608.248779296875,-22.81981,-47.06712,152.7032318115234
262,-22.81992973193782,-47.06661694917407,606.3125610351562,-22.81993,-47.06662,152.7032318115234
263,-22.81999265302301,-47.06643926113829,606.0003662109375,-22.81999,-47.06644,152.7032318115234
264,-22.81967268591006,-47.06628900923376,604.2783813476562,-22.81967,-47.06629,152.7032318115234
265,-22.81958218954535,-47.0663962361498,604.331298828125,-22.81958,-47.0664,152.7032318115234
266,-22.81951888501236,-47.0666704812249,605.1532592773438,-22.81952,-47.06667,152.7032318115234
267,-22.81927751346609,-47.0667277919452,604.6219482421875,-22.81928,-47.06673,152.7032318115234
268,-22.81941433231087,-47.06687583166065,605.7051391601562,-22.81941,-47.06688,152.7032318115234
269,-22.81947539510319,-47.0668509450712,605.77734375,-22.81948,-47.06685,152.7032318115234
270,-22.81944182249784,-47.06681450470253,605.4693603515625,-22.81944,-47.06681,152.7032318115234
271,-22.81962962358312,-47.06620068975518,603.7900390625,-22.81963,-47.0662,152.7032318115234
272,-22.81958506735774,-47.06624812755772,603.8090209960938,-22.81959,-47.06625,152.7032318115234
273,-22.81926200817688,-47.06658722035627,603.893798828125,-22.81926,-47.06659,152.7032318115234
274,-22.81938281171209,-47.0664536029808,603.7867431640625,-22.81938,-47.06645,152.7032318115234
275,-22.81954961641268,-47.06628577946362,603.7982788085938,-22.81955,-47.06629,152.7032318115234
276,-22.81972553895528,-47.06566381787361,602.1668090820312,-22.81973,-47.06566,152.7032318115234
277,-22.81965206155962,-47.06574439376312,602.1887817382812,-22.81965,-47.06574,152.7032318115234
278,-22.81958374621042,-47.06581546599038,602.2210083007812,-22.81958,-47.06582,152.7032318115234
279,-22.8199042129397,-47.06590561406725,603.7965698242188,-22.8199,-47.06591,152.7032318115234
280,-22.81994264902798,-47.06586468991007,603.7392578125,-22.81994,-47.06586,152.7032318115234
281,-22.81982373644205,-47.06599131157208,603.804931640625,-22.81982,-47.06599,152.7032318115234
282,-22.82004924577744,-47.06602531487968,604.9559936523438,-22.82005,-47.06603,152.7032318115234
283,-22.82017857314413,-47.06617495819918,606.0440673828125,-22.82018,-47.06617,152.7032318115234
284,-22.81933446743085,-47.06608183457439,602.065185546875,-22.81933,-47.06608,152.7032318115234
285,-22.81939911816379,-47.06601372394763,602.1453857421875,-22.8194,-47.06601,152.7032318115234
286,-22.81946357242083,-47.06594370942929,602.1649169921875,-22.81946,-47.06594,152.7032318115234
287,-22.81927283344497,-47.06614811073337,602.0296630859375,-22.81927,-47.06615,152.7032318115234
288,-22.81927690833566,-47.06614734621286,602.087890625,-22.81928,-47.06615,152.7032318115234
289,-22.81907618656673,-47.06635858884022,601.84033203125,-22.81908,-47.06636,152.7032318115234
290,-22.81914834589699,-47.06627988323002,601.8985595703125,-22.81915,-47.06628,152.7032318115234
291,-22.81921174253977,-47.06621208012357,601.9422607421875,-22.81921,-47.06621,152.7032318115234
