0,1527.41,2180.21,1.5,7,500,1694.97,2141.47,44.9188,177.386
1,297.312,1965.81,1.5,7,500,1694.97,2141.47,44.9188,1409.33
2,1535.55,1646.18,1.5,7,500,1694.97,2141.47,44.9188,522.123
3,1149.49,1831.09,1.5,7,500,1694.97,2141.47,44.9188,629.109
4,1186.8,667.866,1.5,7,500,1694.97,2141.47,44.9188,1559.37
5,680.841,2348.69,1.5,7,500,1694.97,2141.47,44.9188,1036
6,1204.95,597.769,1.5,7,500,1694.97,2141.47,44.9188,1620.19
7,1143.06,1202.75,1.5,7,500,1694.97,2141.47,44.9188,1089.82
8,352.053,1826.28,1.5,7,500,1694.97,2141.47,44.9188,1380.1
9,556.256,1822.99,1.5,7,500,1694.97,2141.47,44.9188,1183.21
10,308.252,2105.02,1.5,7,500,1694.97,2141.47,44.9188,1387.88
11,840.657,1130.31,1.5,7,500,1694.97,2141.47,44.9188,1324.46
12,700.225,1136.53,1.5,7,500,1694.97,2141.47,44.9188,1414.68
13,1289.37,641.152,1.5,7,500,1694.97,2141.47,44.9188,1554.78
14,1330.71,760.022,1.5,7,500,1694.97,2141.47,44.9188,1429.33
15,1067.96,465.732,1.5,7,500,1694.97,2141.47,44.9188,1789.73
16,138.615,2070.03,1.5,7,500,1694.97,2141.47,44.9188,1558.6
17,1141.11,356.271,1.5,7,500,1694.97,2141.47,44.9188,1869.65
18,1403.1,1702.95,1.5,7,500,1694.97,2141.47,44.9188,528.566
19,1256.48,1967.59,1.5,7,500,1694.97,2141.47,44.9188,473.704
20,700.848,1518.07,1.5,7,500,1694.97,2141.47,44.9188,1174.22
21,829.965,1433.34,1.5,7,500,1694.97,2141.47,44.9188,1118.74
22,857.054,1625.83,1.5,7,500,1694.97,2141.47,44.9188,984.824
23,965.17,1502.79,1.5,7,500,1694.97,2141.47,44.9188,970.78
24,770.328,2465.28,1.5,7,500,1694.97,2141.47,44.9188,980.668
25,750.766,1090.14,1.5,7,500,1694.97,2141.47,44.9188,1413.76
26,1062.64,1143.53,1.5,7,500,1694.97,2141.47,44.9188,1182.21
27,1035.71,859.396,1.5,7,500,1694.97,2141.47,44.9188,1442.3
28,423.024,2082.37,1.5,7,500,1694.97,2141.47,44.9188,1274.06
29,428.705,1666.8,1.5,7,500,1694.97,2141.47,44.9188,1353.01
30,965.046,2149.36,1.5,7,500,1694.97,2141.47,44.9188,731.262
31,519.368,2150.89,1.5,7,500,1694.97,2141.47,44.9188,1176.45
32,811.661,2345.53,1.5,7,500,1694.97,2141.47,44.9188,907.617
33,724.497,1976.39,1.5,7,500,1694.97,2141.47,44.9188,985.375
34,968.081,1123.22,1.5,7,500,1694.97,2141.47,44.9188,1251.84
35,546.812,2311.01,1.5,7,500,1694.97,2141.47,44.9188,1161.42
36,666.715,2029.88,1.5,7,500,1694.97,2141.47,44.9188,1035.21
37,670.199,1698.57,1.5,7,500,1694.97,2141.47,44.9188,1117.24
38,777.679,1004.92,1.5,7,500,1694.97,2141.47,44.9188,1461.19
39,956.6,1298.19,1.5,7,500,1694.97,2141.47,44.9188,1121.7
40,1218.2,2096.66,1.5,7,500,1694.97,2141.47,44.9188,480.843
41,213.981,1827.41,1.5,7,500,1694.97,2141.47,44.9188,1514.55
42,955.805,1150.58,1.5,7,500,1694.97,2141.47,44.9188,1236.98
43,905,1250.58,1.5,7,500,1694.97,2141.47,44.9188,1191.48
44,684.092,1098.76,1.5,7,500,1694.97,2141.47,44.9188,1452.93
45,1188.78,252.895,1.5,7,500,1694.97,2141.47,44.9188,1955.72
46,1192.24,740.329,1.5,7,500,1694.97,2141.47,44.9188,1489.24
47,1494.52,1093.36,1.5,7,500,1694.97,2141.47,44.9188,1067.99
48,1495.02,1093.86,1.5,7,500,1694.97,2141.47,44.9188,1067.4
49,1495.52,1094.36,1.5,7,500,1694.97,2141.47,44.9188,1066.82
50,1496.02,1094.86,1.5,7,500,1694.97,2141.47,44.9188,1066.24
51,1444.59,1176.19,1.5,7,500,1694.97,2141.47,44.9188,998.175
52,1320.34,1081.07,1.5,7,500,1694.97,2141.47,44.9188,1125.47
53,1320.84,1081.57,1.5,7,500,1694.97,2141.47,44.9188,1124.83
54,1427.71,1539.61,1.5,7,500,1694.97,2141.47,44.9188,659.967
55,1475,1587.45,1.5,7,500,1694.97,2141.47,44.9188,597.671
56,1475.5,1587.95,1.5,7,500,1694.97,2141.47,44.9188,597.024
57,1512.03,1774.17,1.5,7,500,1694.97,2141.47,44.9188,412.628
58,1370.42,1774.97,1.5,7,500,1694.97,2141.47,44.9188,491.476
59,1370.92,1775.47,1.5,7,500,1694.97,2141.47,44.9188,490.773
60,1282.52,1796.67,1.5,7,500,1694.97,2141.47,44.9188,539.342
61,1283.02,1797.17,1.5,7,500,1694.97,2141.47,44.9188,538.64
62,1099.84,2296.9,1.5,7,500,1694.97,2141.47,44.9188,616.626
63,1100.34,2297.4,1.5,7,500,1694.97,2141.47,44.9188,616.269
64,1107.43,2268.54,1.5,7,500,1694.97,2141.47,44.9188,602.698
65,1107.93,2269.04,1.5,7,500,1694.97,2141.47,44.9188,602.317
66,1121.83,2259.43,1.5,7,500,1694.97,2141.47,44.9188,586.77
67,1122.33,2259.93,1.5,7,500,1694.97,2141.47,44.9188,586.383
68,1200.81,1934.65,1.5,7,500,1694.97,2141.47,44.9188,537.454
69,1201.31,1935.15,1.5,7,500,1694.97,2141.47,44.9188,536.802
70,1193.81,1884.71,1.5,7,500,1694.97,2141.47,44.9188,564.784
71,1194.31,1885.21,1.5,7,500,1694.97,2141.47,44.9188,564.113
72,1711.94,2173.51,1.5,7,500,1694.97,2141.47,44.9188,56.565
73,1712.44,2174.01,1.5,7,500,1694.97,2141.47,44.9188,57.0009
74,1530.54,2221.38,1.5,7,500,1694.97,2141.47,44.9188,187.907
75,1500.18,2270.25,1.5,7,500,1694.97,2141.47,44.9188,237.514
76,978.849,2364.77,1.5,7,500,1694.97,2141.47,44.9188,751.388
77,979.349,2365.27,1.5,7,500,1694.97,2141.47,44.9188,751.06
78,855.868,2332.48,1.5,7,500,1694.97,2141.47,44.9188,861.667
79,964.111,2236.4,1.5,7,500,1694.97,2141.47,44.9188,738.282
80,964.611,2236.9,1.5,7,500,1694.97,2141.47,44.9188,737.852
81,965.111,2237.4,1.5,7,500,1694.97,2141.47,44.9188,737.421
82,1063.94,1875.25,1.5,7,500,1694.97,2141.47,44.9188,686.269
83,1064.44,1875.75,1.5,7,500,1694.97,2141.47,44.9188,685.615
84,794.766,1503.4,1.5,7,500,1694.97,2141.47,44.9188,1104.26
85,795.266,1503.9,1.5,7,500,1694.97,2141.47,44.9188,1103.57
86,795.766,1504.4,1.5,7,500,1694.97,2141.47,44.9188,1102.87
87,796.266,1504.9,1.5,7,500,1694.97,2141.47,44.9188,1102.17
88,569.336,1396.23,1.5,7,500,1694.97,2141.47,44.9188,1350.68
89,569.836,1396.73,1.5,7,500,1694.97,2141.47,44.9188,1349.99
90,983.624,1626.56,1.5,7,500,1694.97,2141.47,44.9188,879.227
91,984.124,1627.06,1.5,7,500,1694.97,2141.47,44.9188,878.529
92,1116.24,1519.97,1.5,7,500,1694.97,2141.47,44.9188,850.342
93,1116.74,1520.47,1.5,7,500,1694.97,2141.47,44.9188,849.636
94,1099.26,2022.51,1.5,7,500,1694.97,2141.47,44.9188,609.027
95,1099.76,2023.01,1.5,7,500,1694.97,2141.47,44.9188,608.44
96,1079.35,2109.85,1.5,7,500,1694.97,2141.47,44.9188,617.964
97,1079.85,2110.35,1.5,7,500,1694.97,2141.47,44.9188,617.441
98,621.541,2390.46,1.5,7,500,1694.97,2141.47,44.9188,1102.79
99,622.041,2390.96,1.5,7,500,1694.97,2141.47,44.9188,1102.41
100,622.541,2391.46,1.5,7,500,1694.97,2141.47,44.9188,1102.04
101,623.041,2391.96,1.5,7,500,1694.97,2141.47,44.9188,1101.67
102,552.428,2368.66,1.5,7,500,1694.97,2141.47,44.9188,1165.72
103,552.928,2369.16,1.5,7,500,1694.97,2141.47,44.9188,1165.33
104,172.137,1909.84,1.5,7,500,1694.97,2141.47,44.9188,1540.97
105,172.637,1910.34,1.5,7,500,1694.97,2141.47,44.9188,1540.4
106,173.137,1910.84,1.5,7,500,1694.97,2141.47,44.9188,1539.83
107,173.637,1911.34,1.5,7,500,1694.97,2141.47,44.9188,1539.26
108,174.137,1911.84,1.5,7,500,1694.97,2141.47,44.9188,1538.69
109,208.803,1887.42,1.5,7,500,1694.97,2141.47,44.9188,1508.35
110,209.303,1887.92,1.5,7,500,1694.97,2141.47,44.9188,1507.78
111,259.565,1958.14,1.5,7,500,1694.97,2141.47,44.9188,1447.72
112,260.065,1958.64,1.5,7,500,1694.97,2141.47,44.9188,1447.16
113,182.146,2060.07,1.5,7,500,1694.97,2141.47,44.9188,1515.64
114,182.646,2060.57,1.5,7,500,1694.97,2141.47,44.9188,1515.11
115,183.146,2061.07,1.5,7,500,1694.97,2141.47,44.9188,1514.59
116,183.646,2061.57,1.5,7,500,1694.97,2141.47,44.9188,1514.06
117,352.488,2244.35,1.5,7,500,1694.97,2141.47,44.9188,1347.12
118,352.988,2244.85,1.5,7,500,1694.97,2141.47,44.9188,1346.66
119,353.488,2245.35,1.5,7,500,1694.97,2141.47,44.9188,1346.2
120,353.988,2245.85,1.5,7,500,1694.97,2141.47,44.9188,1345.74
121,441.754,2242.27,1.5,7,500,1694.97,2141.47,44.9188,1258.02
122,442.254,2242.77,1.5,7,500,1694.97,2141.47,44.9188,1257.56
123,575.428,2222.22,1.5,7,500,1694.97,2141.47,44.9188,1123.29
