building_id,boundaries_xMin,boundaries_yMin,boundaries_xMax,boundaries_yMax,boundaries_zMax,boundaries_zMin
442.0,415.123,1395.31,436.969,1410.33,0.0,6.0
443.0,420.768,1181.46,436.551,1198.55,0.0,6.0
444.0,1487.19,1022.93,1520.62,1064.64,0.0,6.0
445.0,840.014,638.398,869.451,666.358,0.0,6.0
446.0,839.385,114.313,883.521,147.765,0.0,6.0
447.0,768.172,394.492,785.512,409.582,0.0,6.0
448.0,753.034,390.839,760.94,406.503,0.0,6.0
449.0,764.724,378.692,787.501,397.296,0.0,6.0
450.0,761.7,362.926,794.309,383.824,0.0,6.0
451.0,771.263,350.172,796.576,367.288,0.0,6.0
452.0,769.159,330.843,795.904,350.455,0.0,6.0
453.0,805.406,387.47,820.351,413.64,0.0,6.0
454.0,821.184,353.07,846.68,371.148,0.0,6.0
455.0,817.978,336.7,839.61,353.266,0.0,6.0
456.0,827.402,321.637,839.32,337.445,0.0,6.0
457.0,819.361,305.914,842.969,321.559,0.0,6.0
458.0,823.596,283.676,835.719,304.196,0.0,6.0
459.0,788.975,278.94,802.186,298.933,0.0,6.0
460.0,773.972,277.068,786.102,297.742,0.0,6.0
461.0,755.381,423.601,782.903,440.873,0.0,6.0
462.0,745.944,434.285,778.43,455.882,0.0,6.0
463.0,736.733,449.135,762.137,481.911,0.0,6.0
464.0,797.65,435.462,814.277,457.05,0.0,6.0
465.0,830.734,438.524,847.138,464.927,0.0,6.0
466.0,704.409,473.704,724.08,497.69,0.0,6.0
467.0,696.883,517.598,711.921,533.411,0.0,6.0
468.0,680.709,575.77,697.581,590.18,0.0,6.0
469.0,686.606,565.98,717.788,582.514,0.0,6.0
470.0,723.056,103.136,750.002,118.168,0.0,6.0
471.0,722.079,399.926,751.109,419.437,0.0,6.0
472.0,728.329,180.819,757.54,196.613,0.0,6.0
473.0,731.305,194.693,759.812,211.537,0.0,6.0
474.0,760.651,173.094,793.27,192.833,0.0,6.0
475.0,770.135,203.963,795.473,221.714,0.0,6.0
476.0,1909.3,1509.99,1930.12,1533.03,0.0,6.0
477.0,1924.25,1501.03,1933.95,1511.82,0.0,6.0
478.0,1898.16,1503.32,1917.39,1526.05,0.0,6.0
479.0,1887.42,1523.3,1906.64,1546.03,0.0,6.0
480.0,1851.7,1465.13,1888.67,1489.42,0.0,6.0
481.0,1857.51,1425.52,1885.43,1446.39,0.0,6.0
482.0,1851.72,1549.34,1872.45,1565.66,0.0,6.0
483.0,1858.26,1533.34,1878.65,1556.07,0.0,6.0
484.0,1870.72,1514.63,1889.94,1537.36,0.0,6.0
485.0,1947.01,1500.6,1959.68,1513.18,0.0,6.0
486.0,1923.95,1520.21,1940.12,1536.41,0.0,6.0
487.0,1894.74,1539.8,1911.54,1556.05,0.0,6.0
488.0,1875.72,1542.99,1898.03,1569.47,0.0,6.0
489.0,1911.64,1499.1,1923.05,1508.72,0.0,6.0
490.0,1881.8,1503.36,1896.52,1516.85,0.0,6.0
491.0,3584.51,147.774,3602.22,161.771,0.0,6.0
492.0,3588.62,109.068,3607.15,123.36,0.0,6.0
493.0,3602.52,123.281,3611.46,132.016,0.0,6.0
494.0,1298.96,1847.29,1320.59,1856.58,0.0,6.0
495.0,1740.83,1352.38,1755.68,1373.22,0.0,6.0
496.0,3472.5,138.542,3476.36,142.384,0.0,6.0
497.0,3490.51,148.859,3495.08,153.413,0.0,6.0
498.0,2201.72,1939.43,2215.51,1953.88,0.0,6.0
499.0,2499.04,1075.92,2599.42,1152.83,0.0,6.0
500.0,2582.18,984.728,2698.71,1056.08,0.0,6.0
501.0,2541.03,1050.3,2584.96,1079.33,0.0,6.0
502.0,2474.51,1062.57,2511.51,1096.73,0.0,6.0
503.0,2470.08,1085.53,2497.14,1123.52,0.0,6.0
504.0,2475.58,1028.29,2502.6,1051.29,0.0,6.0
505.0,2499.54,1013.99,2526.34,1053.11,0.0,6.0
506.0,2522.39,1045.66,2540.01,1065.76,0.0,6.0
507.0,718.297,1053.03,738.036,1074.93,0.0,6.0
508.0,722.538,1051.85,749.295,1081.09,0.0,6.0
509.0,3484.48,59.2134,3489.8,64.4911,0.0,6.0
