1,0,-54.1667,-95,23.3697
1,0,-54.1667,-96,23.3697
1,0,-63.0443,-94,39.0781
1,0,-77.1855,-103,88.6335
1,0,-85.1369,-103,140.47
1,0,-89.9123,-99,185.22
1,0,-89.9123,-97,185.22
1,0,-90.552,-100,192.21
1,0,-90.552,-101,192.21
1,0,-90.5555,-104,192.249
1,0,-91.4858,-109,202.891
1,0,-92.6828,-97,217.454
1,0,-101.087,-95,353.784
1,0,-101.087,-92,353.784
1,0,-108.886,-103,555.784
1,0,-108.886,-112,555.784
1,0,-108.886,-94,555.784
1,0,-111.015,-100,628.697
1,0,-111.015,-97,628.697
1,0,-113.394,-99,721.547
1,0,-113.574,-96,729.122
1,0,-113.221,-112,714.353
1,0,-111.451,-117,644.775
1,0,-116.533,-105,865.422
1,0,-118.945,-110,995.171
1,0,-119.69,-108,1039.05
1,0,-120.457,-114,1086.2
1,0,-120.85,-115,1111.24
1,0,-122.628,-111,1231.75
1,0,-122.915,-115,1252.38
1,0,-122.969,-112,1256.32
1,0,-123.319,-115,1282.04
1,0,-123.479,-112,1293.97
1,0,-123.394,-107,1287.64
1,0,-123.394,-109,1287.64
1,0,-123.386,-108,1287.02
1,0,-123.386,-100,1287.02
1,0,-123.347,-98,1284.11
1,0,-122.996,-94,1258.23
1,0,-122.996,-101,1258.23
1,0,-122.11,-100,1195.37
1,0,-121.176,-102,1132.37
1,0,-120.802,-106,1108.14
1,0,-120.359,-116,1080.1
1,0,-117.901,-104,936.736
1,0,-117.758,-110,929.018
1,0,-117.741,-110,928.102
1,0,-117.783,-108,930.397
1,0,-117.081,-109,893.32
1,0,-117.081,-110,893.32
1,0,-114.869,-108,785.896
1,0,-113.633,-110,731.636
1,0,-113.154,-107,711.613
1,0,-113.154,-113,711.613
1,0,-113.154,-113,711.613
1,0,-112.864,-112,699.737
1,0,-113.479,-115,725.116
1,0,-113.874,-110,741.888
1,0,-115.098,-114,796.398
1,0,-115.443,-112,812.486
1,0,-119.276,-112,1014.41
1,0,-121.791,-113,1173.45
1,0,-123.109,-110,1266.53
1,0,-125.439,-113,1449.46
1,0,-126.271,-111,1521.02
1,0,-126.271,-111,1521.02
1,0,-126.912,-110,1578.55
1,0,-126.912,-112,1578.55
1,0,-126.912,-112,1578.55
1,0,-126.887,-110,1576.33
1,0,-126.887,-110,1576.33
1,0,-126.93,-109,1580.21
1,0,-126.93,-113,1580.21
1,0,-126.972,-111,1584.1
1,0,-126.88,-109,1575.62
1,0,-126.88,-107,1575.62
1,0,-127.138,-111,1599.34
1,0,-127.164,-104,1601.81
1,0,-127.136,-109,1599.16
1,0,-127.133,-109,1598.9
1,0,-127.133,-110,1598.87
1,0,-127.133,-110,1598.87
1,0,-127.133,-109,1598.87
1,0,-127.126,-106,1598.21
1,0,-126.549,-111,1545.71
1,0,-126.163,-107,1511.53
1,0,-126.163,-112,1511.53
1,0,-126.163,-109,1511.53
1,0,-126.163,-108,1511.53
1,0,-126.157,-111,1511.05
1,0,-126.109,-112,1506.83
1,0,-125.82,-112,1481.83
1,0,-125.876,-110,1486.61
1,0,-125.857,-106,1485
1,0,-125.797,-110,1479.83
1,0,-125.895,-109,1488.26
1,0,-125.895,-106,1488.26
1,0,-125.917,-113,1490.22
1,0,-126.092,-110,1505.37
1,0,-126.083,-115,1504.61
1,0,-126.075,-111,1503.92
1,0,-125.952,-110,1493.22
1,0,-125.952,-107,1493.22
1,0,-125.156,-108,1425.92
1,0,-125.156,-108,1425.92
1,0,-124.783,-109,1395.43
1,0,-124.505,-110,1373.18
1,0,-126.02,-105,1499.06
1,0,-126.02,-109,1499.06
1,0,-126.062,-109,1502.79
1,0,-126.062,-108,1502.79
1,0,-128.019,-109,1683.09
1,0,-128.822,-109,1763.23
1,0,-128.822,-107,1763.23
1,0,-128.822,-109,1763.23
1,0,-128.374,-114,1718.05
1,0,-128.012,-111,1682.43
1,0,-128.012,-111,1682.43
1,0,-128.148,-108,1695.74
1,0,-128.148,-107,1695.74
1,0,-127.865,-109,1668.19
1,0,-127.865,-114,1668.19
1,0,-125.451,-113,1450.48
1,0,-124.863,-112,1401.92
1,0,-127.578,-112,1640.61
