0,1,0,-53.0772,-95.5,39.0781
1,1,0,-66.9553,-103,88.6335
2,1,0,-74.7587,-103,140.47
3,1,0,-79.4452,-99,185.22
4,1,0,-80.073,-98,192.21
5,1,0,-80.0764,-100.5,192.249
6,1,0,-80.9894,-109,202.891
7,1,0,-82.1641,-97,217.454
8,1,0,-90.4117,-95,353.784
9,1,0,-98.0662,-93.5,555.784
10,1,0,-100.155,-103,628.697
11,1,0,-102.489,-98.5,721.547
12,1,0,-102.666,-96,729.122
13,1,0,-102.32,-112,714.353
14,1,0,-100.583,-117,644.775
15,1,0,-105.571,-105,865.422
16,1,0,-107.938,-110,995.171
17,1,0,-108.669,-108,1039.05
18,1,0,-109.421,-114,1086.2
19,1,0,-109.807,-115,1111.24
20,1,0,-111.552,-111,1231.75
21,1,0,-111.834,-115,1252.38
22,1,0,-111.887,-112,1256.32
23,1,0,-112.23,-115,1282.04
24,1,0,-112.387,-112,1293.97
25,1,0,-112.304,-107,1287.64
26,1,0,-112.296,-108,1287.02
27,1,0,-112.258,-104,1284.11
28,1,0,-111.913,-94,1258.23
29,1,0,-111.044,-97.5,1195.37
30,1,0,-110.127,-102,1132.37
31,1,0,-109.76,-106,1108.14
32,1,0,-109.326,-116,1080.1
33,1,0,-106.913,-104,936.736
34,1,0,-106.772,-110,929.018
35,1,0,-106.756,-110,928.102
36,1,0,-106.797,-108,930.397
37,1,0,-106.108,-109,893.32
38,1,0,-103.937,-109.5,785.896
39,1,0,-102.725,-110,731.636
40,1,0,-102.255,-107,711.613
41,1,0,-101.969,-111,699.737
42,1,0,-102.573,-115,725.116
43,1,0,-102.961,-110,741.888
44,1,0,-104.162,-114,796.398
45,1,0,-104.501,-112,812.486
46,1,0,-108.263,-112,1014.41
47,1,0,-110.731,-113,1173.45
48,1,0,-112.024,-110,1266.53
49,1,0,-114.31,-113,1449.46
50,1,0,-115.127,-111,1521.02
51,1,0,-115.756,-111,1578.55
52,1,0,-115.732,-111.33,1576.33
53,1,0,-115.774,-110,1580.21
54,1,0,-115.816,-111,1584.1
55,1,0,-115.725,-109,1575.62
56,1,0,-115.978,-108,1599.34
57,1,0,-116.004,-104,1601.81
58,1,0,-115.976,-109,1599.16
59,1,0,-115.973,-109,1598.9
60,1,0,-115.973,-110,1598.87
61,1,0,-115.966,-109.67,1598.21
62,1,0,-115.4,-111,1545.71
63,1,0,-115.021,-107,1511.53
64,1,0,-115.015,-109,1511.05
65,1,0,-114.968,-112,1506.83
66,1,0,-114.685,-112,1481.83
67,1,0,-114.739,-110,1486.61
68,1,0,-114.721,-106,1485
69,1,0,-114.662,-110,1479.83
70,1,0,-114.758,-109,1488.26
71,1,0,-114.78,-107.5,1490.22
72,1,0,-114.952,-110,1505.37
73,1,0,-114.943,-115,1504.61
74,1,0,-114.935,-111,1503.92
75,1,0,-114.814,-110,1493.22
76,1,0,-114.033,-108.5,1425.92
77,1,0,-113.666,-108,1395.43
78,1,0,-113.394,-110,1373.18
79,1,0,-114.88,-105,1499.06
80,1,0,-114.923,-107,1502.79
81,1,0,-116.843,-108.5,1683.09
82,1,0,-117.631,-109,1763.23
83,1,0,-117.191,-108.33,1718.05
