0,10000
3600,9999.97
7200,9999.94
10800,9999.91
14400,9999.88
18000,9999.86
21600,9999.83
25200,9999.8
28800,9999.77
32400,9999.74
36000,9999.71
39600,9999.68
43200,9999.65
46800,9999.62
50400,9999.6
54000,9999.57
57600,9999.54
61200,9999.51
64800,9999.48
68400,9999.45
72000,9999.42
75600,9999.39
79200,9999.36
82800,9999.34
86400,9999.31
90000,9999.28
93600,9999.25
97200,9999.22
100800,9999.19
104400,9999.16
108000,9999.13
111600,9999.1
115200,9999.08
118800,9999.05
122400,9999.02
126000,9998.99
129600,9998.96
133200,9998.93
136800,9998.9
140400,9998.87
144000,9998.84
147600,9998.82
151200,9998.79
154800,9998.76
158400,9998.73
162000,9998.7
165600,9998.67
169200,9998.64
172800,9998.61
176400,9998.58
180000,9998.56
183600,9998.53
187200,9998.5
190800,9998.47
194400,9998.44
198000,9998.41
201600,9998.38
205200,9998.35
208800,9998.32
212400,9998.29
216000,9998.27
219600,9998.24
223200,9998.21
226800,9998.18
230400,9998.15
234000,9998.12
237600,9998.09
241200,9998.06
244800,9998.03
248400,9998.01
252000,9997.98
255600,9997.95
259200,9997.92
262800,9997.89
266400,9997.86
270000,9997.83
273600,9997.8
277200,9997.77
280800,9997.75
284400,9997.72
288000,9997.69
291600,9997.66
295200,9997.63
298800,9997.6
302400,9997.57
306000,9997.54
309600,9997.51
313200,9997.49
316800,9997.46
320400,9997.43
324000,9997.4
327600,9997.37
331200,9997.34
334800,9997.31
338400,9997.28
342000,9997.25
345600,9997.23
349200,9997.2
352800,9997.17
356400,9997.14
360000,9997.11
363600,9997.08
367200,9997.05
370800,9997.02
374400,9996.99
378000,9996.97
381600,9996.94
385200,9996.91
388800,9996.88
392400,9996.85
396000,9996.82
399600,9996.79
403200,9996.76
406800,9996.73
410400,9996.71
414000,9996.68
417600,9996.65
421200,9996.62
424800,9996.59
428400,9996.56
432000,9996.53
435600,9996.5
439200,9996.47
442800,9996.45
446400,9996.42
450000,9996.39
453600,9996.36
457200,9996.33
460800,9996.3
464400,9996.27
468000,9996.24
471600,9996.21
475200,9996.19
478800,9996.16
482400,9996.13
486000,9996.1
489600,9996.07
493200,9996.04
496800,9996.01
500400,9995.98
504000,9995.95
507600,9995.93
511200,9995.9
514800,9995.87
518400,9995.84
522000,9995.81
525600,9995.78
529200,9995.75
532800,9995.72
536400,9995.69
540000,9995.67
543600,9995.64
547200,9995.61
550800,9995.58
554400,9995.55
558000,9995.52
561600,9995.49
565200,9995.46
568800,9995.43
572400,9995.41
576000,9995.38
579600,9995.35
583200,9995.32
586800,9995.29
590400,9995.26
594000,9995.23
597600,9995.2
601200,9995.17
604800,9995.15
608400,9995.12
612000,9995.09
615600,9995.06
619200,9995.03
622800,9995
626400,9994.97
630000,9994.94
633600,9994.91
637200,9994.88
640800,9994.86
644400,9994.83
648000,9994.8
651600,9994.77
655200,9994.74
658800,9994.71
662400,9994.68
666000,9994.65
669600,9994.62
673200,9994.6
676800,9994.57
680400,9994.54
684000,9994.51
687600,9994.48
691200,9994.45
694800,9994.42
698400,9994.39
702000,9994.36
705600,9994.34
709200,9994.31
712800,9994.28
716400,9994.25
720000,9994.22
723600,9994.19
727200,9994.16
730800,9994.13
734400,9994.1
738000,9994.08
741600,9994.05
745200,9994.02
748800,9993.99
752400,9993.96
756000,9993.93
759600,9993.9
763200,9993.87
766800,9993.84
770400,9993.82
774000,9993.79
777600,9993.76
781200,9993.73
784800,9993.7
788400,9993.67
792000,9993.64
795600,9993.61
799200,9993.58
802800,9993.56
806400,9993.53
810000,9993.5
813600,9993.47
817200,9993.44
820800,9993.41
824400,9993.38
828000,9993.35
831600,9993.32
835200,9993.3
838800,9993.27
842400,9993.24
846000,9993.21
849600,9993.18
853200,9993.15
856800,9993.12
860400,9993.09
864000,9993.06
867600,9993.04
871200,9993.01
874800,9992.98
878400,9992.95
882000,9992.92
885600,9992.89
889200,9992.86
892800,9992.83
896400,9992.8
900000,9992.78
903600,9992.75
907200,9992.72
910800,9992.69
914400,9992.66
918000,9992.63
921600,9992.6
925200,9992.57
928800,9992.54
932400,9992.52
936000,9992.49
939600,9992.46
943200,9992.43
946800,9992.4
950400,9992.37
954000,9992.34
957600,9992.31
961200,9992.28
964800,9992.26
968400,9992.23
972000,9992.2
975600,9992.17
979200,9992.14
982800,9992.11
986400,9992.08
990000,9992.05
993600,9992.02
997200,9992
1.0008e+06,9991.97
1.0044e+06,9991.94
1.008e+06,9991.91
1.0116e+06,9991.88
1.0152e+06,9991.85
1.0188e+06,9991.82
1.0224e+06,9991.79
1.026e+06,9991.76
1.0296e+06,9991.74
1.0332e+06,9991.71
1.0368e+06,9991.68
1.0404e+06,9991.65
1.044e+06,9991.62
1.0476e+06,9991.59
1.0512e+06,9991.56
1.0548e+06,9991.53
1.0584e+06,9991.5
1.062e+06,9991.47
1.0656e+06,9991.45
1.0692e+06,9991.42
1.0728e+06,9991.39
1.0764e+06,9991.36
1.08e+06,9991.33
1.0836e+06,9991.3
1.0872e+06,9991.27
1.0908e+06,9991.24
1.0944e+06,9991.21
1.098e+06,9991.19
1.1016e+06,9991.16
1.1052e+06,9991.13
1.1088e+06,9991.1
1.1124e+06,9991.07
1.116e+06,9991.04
1.1196e+06,9991.01
1.1232e+06,9990.98
1.1268e+06,9990.95
1.1304e+06,9990.93
1.134e+06,9990.9
1.1376e+06,9990.87
1.1412e+06,9990.84
1.1448e+06,9990.81
1.1484e+06,9990.78
1.152e+06,9990.75
1.1556e+06,9990.72
1.1592e+06,9990.69
1.1628e+06,9990.67
1.1664e+06,9990.64
1.17e+06,9990.61
1.1736e+06,9990.58
1.1772e+06,9990.55
1.1808e+06,9990.52
1.1844e+06,9990.49
1.188e+06,9990.46
1.1916e+06,9990.43
1.1952e+06,9990.41
1.1988e+06,9990.38
1.2024e+06,9990.35
1.206e+06,9990.32
1.2096e+06,9990.29
1.2132e+06,9990.26
1.2168e+06,9990.23
1.2204e+06,9990.2
1.224e+06,9990.17
1.2276e+06,9990.15
1.2312e+06,9990.12
1.2348e+06,9990.09
1.2384e+06,9990.06
1.242e+06,9990.03
1.2456e+06,9990
1.2492e+06,9989.97
1.2528e+06,9989.94
1.2564e+06,9989.91
1.26e+06,9989.89
1.2636e+06,9989.86
1.2672e+06,9989.83
1.2708e+06,9989.8
1.2744e+06,9989.77
1.278e+06,9989.74
1.2816e+06,9989.71
1.2852e+06,9989.68
1.2888e+06,9989.65
1.2924e+06,9989.63
1.296e+06,9989.6
1.2996e+06,9989.57
1.3032e+06,9989.54
1.3068e+06,9989.51
1.3104e+06,9989.48
1.314e+06,9989.45
1.3176e+06,9989.42
1.3212e+06,9989.39
1.3248e+06,9989.37
1.3284e+06,9989.34
1.332e+06,9989.31
1.3356e+06,9989.28
1.3392e+06,9989.25
1.3428e+06,9989.22
1.3464e+06,9989.19
1.35e+06,9989.16
1.3536e+06,9989.13
1.3572e+06,9989.11
1.3608e+06,9989.08
1.3644e+06,9989.05
1.368e+06,9989.02
1.3716e+06,9988.99
1.3752e+06,9988.96
1.3788e+06,9988.93
1.3824e+06,9988.9
1.386e+06,9988.87
1.3896e+06,9988.85
1.3932e+06,9988.82
1.3968e+06,9988.79
1.4004e+06,9988.76
1.404e+06,9988.73
1.4076e+06,9988.7
1.4112e+06,9988.67
1.4148e+06,9988.64
1.4184e+06,9988.61
1.422e+06,9988.59
1.4256e+06,9988.56
1.4292e+06,9988.53
1.4328e+06,9988.5
1.4364e+06,9988.47
1.44e+06,9988.44
1.4436e+06,9988.41
1.4472e+06,9988.38
1.4508e+06,9988.35
1.4544e+06,9988.33
1.458e+06,9988.3
1.4616e+06,9988.27
1.4652e+06,9988.24
1.4688e+06,9988.21
1.4724e+06,9988.18
1.476e+06,9988.15
1.4796e+06,9988.12
1.4832e+06,9988.09
1.4868e+06,9988.06
1.4904e+06,9988.04
1.494e+06,9988.01
1.4976e+06,9987.98
1.5012e+06,9987.95
1.5048e+06,9987.92
1.5084e+06,9987.89
1.512e+06,9987.86
1.5156e+06,9987.83
1.5192e+06,9987.8
1.5228e+06,9987.78
1.5264e+06,9987.75
1.53e+06,9987.72
1.5336e+06,9987.69
1.5372e+06,9987.66
1.5408e+06,9987.63
1.5444e+06,9987.6
1.548e+06,9987.57
1.5516e+06,9987.54
1.5552e+06,9987.52
1.5588e+06,9987.49
1.5624e+06,9987.46
1.566e+06,9987.43
1.5696e+06,9987.4
1.5732e+06,9987.37
1.5768e+06,9987.34
1.5804e+06,9987.31
1.584e+06,9987.28
1.5876e+06,9987.26
1.5912e+06,9987.23
1.5948e+06,9987.2
1.5984e+06,9987.17
1.602e+06,9987.14
1.6056e+06,9987.11
1.6092e+06,9987.08
1.6128e+06,9987.05
1.6164e+06,9987.02
1.62e+06,9987
1.6236e+06,9986.97
1.6272e+06,9986.94
1.6308e+06,9986.91
1.6344e+06,9986.88
1.638e+06,9986.85
1.6416e+06,9986.82
1.6452e+06,9986.79
1.6488e+06,9986.76
1.6524e+06,9986.74
1.656e+06,9986.71
1.6596e+06,9986.68
1.6632e+06,9986.65
1.6668e+06,9986.62
1.6704e+06,9986.59
1.674e+06,9986.56
1.6776e+06,9986.53
1.6812e+06,9986.5
1.6848e+06,9986.48
1.6884e+06,9986.45
1.692e+06,9986.42
1.6956e+06,9986.39
1.6992e+06,9986.36
1.7028e+06,9986.33
1.7064e+06,9986.3
1.71e+06,9986.27
1.7136e+06,9986.24
1.7172e+06,9986.22
1.7208e+06,9986.19
1.7244e+06,9986.16
1.728e+06,9986.13
1.7316e+06,9986.1
1.7352e+06,9986.07
1.7388e+06,9986.04
1.7424e+06,9986.01
1.746e+06,9985.98
1.7496e+06,9985.96
1.7532e+06,9985.93
1.7568e+06,9985.9
1.7604e+06,9985.87
1.764e+06,9985.84
1.7676e+06,9985.81
1.7712e+06,9985.78
1.7748e+06,9985.75
1.7784e+06,9985.72
1.782e+06,9985.7
1.7856e+06,9985.67
1.7892e+06,9985.64
1.7928e+06,9985.61
1.7964e+06,9985.58
1.8e+06,9985.55
1.8036e+06,9985.52
1.8072e+06,9985.49
1.8108e+06,9985.46
1.8144e+06,9985.44
1.818e+06,9985.41
1.8216e+06,9985.38
1.8252e+06,9985.35
1.8288e+06,9985.32
1.8324e+06,9985.29
1.836e+06,9985.26
1.8396e+06,9985.23
1.8432e+06,9985.2
1.8468e+06,9985.18
1.8504e+06,9985.15
1.854e+06,9985.12
1.8576e+06,9985.09
1.8612e+06,9985.06
1.8648e+06,9985.03
1.8684e+06,9985
1.872e+06,9984.97
1.8756e+06,9984.94
1.8792e+06,9984.91
1.8828e+06,9984.89
1.8864e+06,9984.86
1.89e+06,9984.83
1.8936e+06,9984.8
1.8972e+06,9984.77
1.9008e+06,9984.74
1.9044e+06,9984.71
1.908e+06,9984.68
1.9116e+06,9984.65
1.9152e+06,9984.63
1.9188e+06,9984.6
1.9224e+06,9984.57
1.926e+06,9984.54
1.9296e+06,9984.51
1.9332e+06,9984.48
1.9368e+06,9984.45
1.9404e+06,9984.42
1.944e+06,9984.39
1.9476e+06,9984.37
1.9512e+06,9984.34
1.9548e+06,9984.31
1.9584e+06,9984.28
1.962e+06,9984.25
1.9656e+06,9984.22
1.9692e+06,9984.19
1.9728e+06,9984.16
1.9764e+06,9984.13
1.98e+06,9984.11
1.9836e+06,9984.08
1.9872e+06,9984.05
1.9908e+06,9984.02
1.9944e+06,9983.99
1.998e+06,9983.96
2.0016e+06,9983.93
2.0052e+06,9983.9
2.0088e+06,9983.87
2.0124e+06,9983.85
2.016e+06,9983.82
2.0196e+06,9983.79
2.0232e+06,9983.76
2.0268e+06,9983.73
2.0304e+06,9983.7
2.034e+06,9983.67
2.0376e+06,9983.64
2.0412e+06,9983.61
2.0448e+06,9983.59
2.0484e+06,9983.56
2.052e+06,9983.53
2.0556e+06,9983.5
2.0592e+06,9983.47
2.0628e+06,9983.44
2.0664e+06,9983.41
2.07e+06,9983.38
2.0736e+06,9983.35
2.0772e+06,9983.33
2.0808e+06,9983.3
2.0844e+06,9983.27
2.088e+06,9983.24
2.0916e+06,9983.21
2.0952e+06,9983.18
2.0988e+06,9983.15
2.1024e+06,9983.12
2.106e+06,9983.09
2.1096e+06,9983.07
2.1132e+06,9983.04
2.1168e+06,9983.01
2.1204e+06,9982.98
2.124e+06,9982.95
2.1276e+06,9982.92
2.1312e+06,9982.89
2.1348e+06,9982.86
2.1384e+06,9982.83
2.142e+06,9982.81
2.1456e+06,9982.78
2.1492e+06,9982.75
2.1528e+06,9982.72
2.1564e+06,9982.69
2.16e+06,9982.66
2.1636e+06,9982.63
2.1672e+06,9982.6
2.1708e+06,9982.57
2.1744e+06,9982.55
2.178e+06,9982.52
2.1816e+06,9982.49
2.1852e+06,9982.46
2.1888e+06,9982.43
2.1924e+06,9982.4
2.196e+06,9982.37
2.1996e+06,9982.34
2.2032e+06,9982.31
2.2068e+06,9982.29
2.2104e+06,9982.26
2.214e+06,9982.23
2.2176e+06,9982.2
2.2212e+06,9982.17
2.2248e+06,9982.14
2.2284e+06,9982.11
2.232e+06,9982.08
2.2356e+06,9982.05
2.2392e+06,9982.03
2.2428e+06,9982
2.2464e+06,9981.97
2.25e+06,9981.94
2.2536e+06,9981.91
2.2572e+06,9981.88
2.2608e+06,9981.85
2.2644e+06,9981.82
2.268e+06,9981.79
2.2716e+06,9981.77
2.2752e+06,9981.74
2.2788e+06,9981.71
2.2824e+06,9981.68
2.286e+06,9981.65
2.2896e+06,9981.62
2.2932e+06,9981.59
2.2968e+06,9981.56
2.3004e+06,9981.53
2.304e+06,9981.5
2.3076e+06,9981.48
2.3112e+06,9981.45
2.3148e+06,9981.42
2.3184e+06,9981.39
2.322e+06,9981.36
2.3256e+06,9981.33
2.3292e+06,9981.3
2.3328e+06,9981.27
2.3364e+06,9981.24
2.34e+06,9981.22
2.3436e+06,9981.19
2.3472e+06,9981.16
2.3508e+06,9981.13
2.3544e+06,9981.1
2.358e+06,9981.07
2.3616e+06,9981.04
2.3652e+06,9981.01
2.3688e+06,9980.98
2.3724e+06,9980.96
2.376e+06,9980.93
2.3796e+06,9980.9
2.3832e+06,9980.87
2.3868e+06,9980.84
2.3904e+06,9980.81
2.394e+06,9980.78
2.3976e+06,9980.75
2.4012e+06,9980.72
2.4048e+06,9980.7
2.4084e+06,9980.67
2.412e+06,9980.64
2.4156e+06,9980.61
2.4192e+06,9980.58
2.4228e+06,9980.55
2.4264e+06,9980.52
2.43e+06,9980.49
2.4336e+06,9980.46
2.4372e+06,9980.44
2.4408e+06,9980.41
2.4444e+06,9980.38
2.448e+06,9980.35
2.4516e+06,9980.32
2.4552e+06,9980.29
2.4588e+06,9980.26
2.4624e+06,9980.23
2.466e+06,9980.2
2.4696e+06,9980.18
2.4732e+06,9980.15
2.4768e+06,9980.12
2.4804e+06,9980.09
2.484e+06,9980.06
2.4876e+06,9980.03
2.4912e+06,9980
2.4948e+06,9979.97
2.4984e+06,9979.94
2.502e+06,9979.92
2.5056e+06,9979.89
2.5092e+06,9979.86
2.5128e+06,9979.83
2.5164e+06,9979.8
2.52e+06,9979.77
2.5236e+06,9979.74
2.5272e+06,9979.71
2.5308e+06,9979.68
2.5344e+06,9979.66
