minx,miny,maxx,maxy
659.6116467327229,384.3196266144514,690.3256029231125,399.2071217196062
670.4690489421482,375.1569197848439,687.9183464869275,388.21200587786734
1994.0469098382164,1250.4706473303959,2029.1289014525246,1297.789531096816
2066.006193908688,1310.376733819954,2118.6682241911185,1383.4129350185394
2036.5782511436846,1329.2689866283908,2081.5661924081505,1374.2879436537623
1973.5231143618585,1504.6549602039158,2011.242089111125,1541.9614583160728
4211.748144379759,2235.666755161248,4238.57922984293,2300.214302270673
600.8946937795263,20.369246192276478,675.1232764811139,113.24967264942825
349.4694973595906,587.6438240949064,382.21946105215466,625.4482676461339
1873.3995513783884,2038.3172930460423,1909.461911513179,2078.374401561916
1380.1103531953995,1729.8776906188577,1457.0349857326946,1745.5485435472801
1924.7892221259535,1358.873205324635,2022.6859391461476,1456.3404603414237
2083.6838960070745,1251.1207314170897,2118.2588198790327,1281.5481697339565
1790.4832881009206,2258.7199575304985,1837.400594836974,2282.8326662955806
2100.7427903520293,2033.4599618446082,2176.9443808961078,2081.305320587009
2345.1237074501696,2041.874756705016,2384.313250195293,2089.369939494878
1460.5214709955617,1721.7220977908,1499.4592346097925,1770.2997924350202
633.1732936822227,435.48241611383855,650.1074098470272,469.3278251225129
337.4172632333357,320.7318996023387,360.09770019509597,345.0211349353194
1840.6587385027087,971.4131874106824,1866.9822114197887,997.2683533672243
1831.656507269945,1090.1988426623866,1872.7518411778728,1121.7984982598573
1680.0168708903366,2360.6904167346656,1726.7442994509474,2405.6725180204958
4198.795466258365,2231.7727173101157,4223.215443346882,2295.4540414968506
4184.442216697382,2228.2052118442953,4209.17162516003,2291.6897601699457
4168.946754429489,2224.3048816630617,4194.931824002473,2288.099817270413
4154.588463476219,2220.1618990032002,4179.209027832898,2283.817959761247
4139.425230908266,2215.1786107346416,4162.562545460241,2279.4547248333693
4032.669827832782,2198.6220271978527,4068.0286186935264,2255.466365911998
4077.5596799119958,2078.476936146617,4091.7484872985515,2093.9449118245393
3903.313986983907,2011.0590323563665,3940.277394953766,2062.123844763264
2279.1205153867486,2239.488994955085,2337.4672035883996,2255.1987609043717
2656.973034165392,2126.370427648537,2693.756483479403,2170.7792162783444
614.1152795631788,666.035561167635,626.7828414774267,680.2584573393688
403.84402965026675,889.3127048080787,426.09418830421055,916.716137394309
340.6581116936286,843.1461793668568,364.0992983201868,861.9396895002574
339.11829099972965,855.2897365558892,357.4477560057421,871.3089508218691
211.3078061597771,782.17451683525,238.8429030823172,800.7529139714316
162.95385561097646,817.6205012369901,185.52869003510568,833.5966879986227
643.3238682220108,305.6024793051183,705.9681650144048,346.9683816730976
737.710975365073,278.01361795701087,766.0449118037941,297.4463624767959
571.6214769134531,1006.1159849446267,637.8735844374751,1101.5583285782486
608.4717845472042,920.6197825483978,631.0733235799125,946.9704545903951
538.6559527695645,1146.0170344859362,578.9417229323299,1231.4105590898544
617.7197559988708,877.5426037684083,657.20942444104,900.0225662756711
645.3403189239907,777.0263231722638,695.1816559662111,827.4298560973257
560.0478585511446,1091.1712186113,600.4902539344039,1137.8895670380443
0.0,1208.834702545777,29.78966941550607,1226.6528533380479
299.74138269678224,1227.836196991615,319.1361544490792,1243.5005237404257
297.8993767145439,1219.6044384771958,312.80680795788066,1233.121695049107
721.4583143663476,208.25231966841966,761.5138064285857,243.4275029487908
4066.29947016848,2275.6624422855675,4173.920551567513,2361.4867290742695
4078.3905700750765,2360.1199921527877,4134.426443522505,2390.4005782566965
4026.242440795002,2112.8578750751913,4087.813633784186,2184.8786732545123
3964.827125237731,1985.4997907225043,4069.8246402136865,2072.5866169352084
4071.393310037616,1933.0224071424454,4104.841256147542,1999.8079725839198
3899.252953439427,1884.5104441139847,3940.1469253518735,1922.423525094986
4178.108006179158,1958.3042592667043,4212.400026315881,2024.979588052258
4103.490547256952,2032.6011546645314,4142.16350629722,2081.904281394556
4091.5104428163613,2080.3302435465157,4132.3974468393135,2128.5854679401964
4177.362472468463,2040.0410959934816,4283.727203158836,2121.0153098460287
4098.905381331977,2200.030332329683,4138.437667494349,2264.4470080658793
4002.251334651548,2341.3194104190916,4039.4235313402605,2357.247728135437
4112.90895472758,1961.1702248686925,4170.522465589398,1995.7358415536582
1514.9116010689759,1876.9472755473107,1520.9364152130438,1882.9327094629407
1521.8312966267695,1901.1212616134435,1556.9605855137925,1935.428716194816
1019.8358365041204,538.175407438539,1190.601125597721,699.3148307371885
684.7998729560641,797.0861945217475,830.9536900285166,924.1757978992537
4323.902717841149,324.6421362599358,4346.114428086381,378.53700509108603
4346.090499943297,364.2195517215878,4387.848261102627,406.20636885240674
4356.122515213152,336.0671396050602,4368.2288751491,360.5090257190168
4167.737088786962,62.18060505576432,4210.633188947861,108.23973949439824
4148.856675179384,46.20389496907592,4194.305090012436,94.0202529290691
4130.663089145732,30.666925146244466,4171.7889961836045,72.32569136843085
4151.567333212297,17.019035721197724,4210.334166344779,68.49833090417087
4117.233907306625,55.63032252714038,4175.68120949599,109.65948030911386
4211.355168627168,87.13506505545229,4246.272151767509,120.74911539442837
4194.775717770972,105.63144787214696,4229.6853798986995,139.5209370944649
4256.883822420437,95.24162126984447,4295.878283619764,134.27503865770996
4256.055618788698,128.0448871543631,4270.487205044832,141.25118117406964
4088.311927311064,149.82343092467636,4115.859739856853,186.7838418353349
4118.719731304911,136.18282123096287,4198.148678348691,176.44617890473455
4089.8062404025695,118.57656873948872,4121.789541293576,149.74526738096029
4082.5961432795157,149.89011156279594,4090.901765208633,158.21221997309476
4092.426281122898,140.9995946045965,4098.478668318945,146.81865437794477
4128.112967723573,199.5546076707542,4138.199961218343,207.17720822617412
4030.6559974378906,11.700443690642715,4042.5394743358484,21.756836712360382
3574.5998175570276,121.66337945498526,3587.87462768337,145.21774854697287
3584.8349385614856,1.945702563971281,3637.267781156057,20.144592434167862
3664.139272202563,95.47831953689456,3679.681980404712,111.68828103877604
3667.0412037954084,76.23144226893783,3682.3014566301717,91.21353423502296
3669.7058694946463,56.77443001046777,3684.9318093301845,72.30569501873106
3672.3574968675966,38.643818019889295,3687.9160189646645,53.65262021124363
3634.2967759496532,35.21027300879359,3661.4047580445185,108.13744923099875
3605.24337989412,32.48640458099544,3632.056745941809,103.51749720424414
3576.357228781155,27.77240184508264,3603.4773838488036,100.10824813414365
3597.582761958416,48.79064009338617,3612.6199455225724,73.3645904418081
3626.16516926646,52.455314913764596,3641.3299587843358,77.05738445557654
3653.4410139748943,37.69990536477417,3674.2038338727434,109.79470912367105
3615.665617059276,112.67777224816382,3638.9498514948064,166.01547790970653
3558.6222640828346,167.4498575804755,3584.8747896489804,240.5928228115663
3586.635310733167,171.39044586196542,3613.474683155946,244.8937191972509
3614.775399653823,174.73341704625636,3640.507102649659,248.47185295261443
3646.0307634149794,236.22620464675128,3662.3762102339533,253.41844542697072
3648.9072730260086,216.79234283510596,3664.650381797983,233.3356900261715
3651.688425194705,197.90028664655983,3666.79244387988,214.10255132615566
3654.5143263432547,178.79738255683333,3668.847190735454,194.47229062765837
3632.60442038154,177.91302293725312,3656.5173200930585,251.49316505156457
3605.823115992127,203.1075519369915,3620.1215056267683,228.02960205078125
3577.573839189834,198.94663829170167,3592.765512277081,223.78895244933665
3511.9405969210784,173.09175841510296,3547.637025205826,241.8931077644229
3467.096777738654,179.93595427740365,3499.759701654606,234.04810470342636
3451.706419300579,144.1668683020398,3479.735701273021,162.87595314532518
3423.402995812183,83.40251700766385,3488.626967858989,131.2572431024164
3483.6711791206035,93.12818483356386,3520.117849741073,122.83846912533045
3507.8828782568453,123.71079369261861,3515.630156763713,135.07645501196384
3533.9137265823083,51.67949963733554,3561.993947953568,88.9377440419048
3489.1459716210957,11.371001350693405,3520.233782237221,84.60034652240574
3443.5804627531325,4.872517915442586,3482.0034741530544,78.89929736126214
3471.8922705951263,68.597481938079,3490.7266049184254,81.52069168165326
3480.4002540524234,8.890016195364296,3499.515728192462,22.558654334396124
3470.9566013340955,7.362898740917444,3476.9006058462546,8.154459409415722
3411.023414412921,214.0569877512753,3465.383466520929,243.04350078105927
3384.2702128334204,214.8323062621057,3412.133090044139,237.83280288614333
3350.975953929883,218.02880986966193,3384.69786129531,233.74722355604172
3328.515955458395,207.33240169472992,3352.245641700458,225.41404393687844
3413.5581491070916,138.68669541925192,3437.630136245454,169.87496404536068
3440.8021532435087,193.00469583738595,3453.6968360059545,219.4942715074867
3383.4904447066365,136.3878367980942,3403.902236867347,180.1293198214844
3351.8304968277807,129.30820369254798,3380.2430935611483,183.9518153294921
3347.395108049386,26.71819458436221,3369.4697263663984,68.4640002772212
3355.0683131024125,4.532758992165327,3424.829105631041,14.508546915836632
3376.544959072664,78.1597895976156,3413.2013446706696,111.24994921218604
3355.049419776129,74.77300254814327,3379.681580256729,103.00311767309904
3330.5644791883533,84.97010351065546,3356.957670985721,113.11174001172185
3613.0128105235635,255.1565941553563,3652.9001521855826,272.7771194688976
3567.3124481762643,249.69104101508856,3602.480169801798,266.1959749311209
1703.9737642922555,623.8960316274315,1764.1012859980692,666.4175131209195
1772.794843696931,642.3330257888883,1804.4260754540446,667.1253523100168
1766.5468482955475,626.8682791087776,1796.0182364888606,648.7106728944927
1749.906415929203,682.2113630995154,1828.6813040581765,719.6228169742972
1846.6884478527354,689.1418943237513,1863.9179172471631,707.0900090951473
2190.8954075438087,398.50966257043183,2244.861407145101,470.83756886888295
2259.112670242146,311.63120711315423,2308.8856341667124,337.15467447042465
2326.744701016636,272.30436972156167,2374.2495475607575,323.9405012205243
2353.6147098593065,319.5738030616194,2388.043042704172,340.5222903583199
2268.1226173150935,436.9878164958209,2286.8069902095012,455.38119292259216
2264.679870984459,384.0193362366408,2294.0858291947516,398.4422477306798
2294.3774145849166,389.05141697078943,2323.193536496605,408.6545183826238
2329.1120443492546,392.3655927190557,2354.7522990723955,417.4323180653155
2275.932511728897,406.56788389757276,2324.4881263983552,429.57886907085776
2290.0387872141437,422.5344644263387,2318.7439500800683,458.1257621794939
2313.942761672486,426.6896143872291,2346.537052830623,473.6921696960926
2272.2368436606484,394.7942256536335,2333.193736813555,417.4323180653155
2396.0709829868865,582.1968569532037,2479.505169266078,641.0459494600073
2363.2217046910664,634.9975279290229,2458.120880121889,723.0180862415582
1981.1379053658457,757.8750734422356,2013.6352388054947,783.3006424754858
1531.2673667788622,2128.05723628588,1598.3936503934674,2175.0524216834456
2111.0243695871322,2009.405871101655,2188.2265425570076,2055.559094654396
2120.947954416857,1986.1643742928281,2197.6962648337358,2032.8365248115733
2528.3654927702737,2182.102622495964,2549.4266428996925,2224.4372401228175
2728.4084199807257,1694.1402587117627,2761.934372895921,1720.3778286511078
2395.4578083797824,2349.368712209165,2430.1121577263693,2409.7626642771065
2085.7180130715133,720.9892369862646,2275.770501198189,942.4834963046014
677.0056471474818,248.73716718144715,701.659499233996,285.89221151545644
1524.2091125600855,1197.3884999174625,1546.7267541181645,1219.6724979318678
408.407310081413,603.5372639615089,482.44379712548107,661.6726042255759
1341.9072522872011,815.06242509,1373.6828774050227,848.6479832082987
1219.8300377391279,1666.7822903469205,1242.4100491576246,1689.6184606691822
374.7986441022367,976.923511793837,423.8564447904937,1026.1699889823794
440.48324725503335,1105.0661820732057,490.3952202096116,1161.0657787350938
649.5312426741002,2557.322560608387,673.8507151891245,2589.175324227661
4057.856065576081,1885.2370041534305,4113.062229391071,1918.201388111338
3982.088212658011,1868.8490382013842,4047.15107599349,1901.962756917812
4231.561102376087,2332.2328697405756,4295.12186606921,2421.04451668635
851.0835581527208,974.2851343303919,883.1245707377675,1007.6809601709247
1968.4405234836158,1344.183091148734,1998.0975689889747,1374.0289606060833
2005.2723125522607,1282.5792929194868,2033.0665727259475,1314.608089953661
2032.9916398355854,1303.4445147290826,2046.0402349547949,1327.5099664144218
2022.9534751381143,1297.8042647652328,2035.1802400893066,1309.1537542119622
1820.9064419166534,1502.7113527944311,1867.998204547097,1543.707461877726
1819.2054489258444,1463.7335596550256,1883.030241503322,1512.090064585209
1827.9429832506576,1426.960702471435,1874.9477270025527,1468.3425678312778
1875.4321237829863,1445.5526780895889,1955.5842060462455,1506.4416348803788
1967.1086644636816,1529.516636941582,1998.3412543148734,1560.428291494958
1944.3754231996136,1547.0691490340978,2058.00293331634,1656.8383696293458
1955.363921868673,1551.621539786458,1980.3627809994505,1576.9317549634725
1927.247294144181,1549.4528878703713,1950.9267349094735,1573.1110016722232
1908.5721680343268,1563.1651725582778,1957.1428050796385,1611.7291418137029
1894.6157106884057,1581.4757111975923,1935.2988953788881,1622.3711818065494
1942.0990523438668,1645.0449316632003,1956.0747417652165,1658.9846557835117
2007.9343174809474,1589.0894043594599,2098.753559193632,1668.2377935945988
2089.432678854151,1655.609979774803,2132.3632681577583,1690.7923410497606
1478.5762404851266,1975.5082178357989,1530.1420523042907,2024.110410449095
2110.3430727457744,1220.1802395852283,2138.5745725925663,1246.4753975123167
2135.30221609032,1181.4220179030672,2170.5390930232825,1222.2928597126156
2244.5096160630346,1097.2629527058452,2290.5198392843595,1128.4591368418187
1656.191058759112,1500.713452193886,1700.9704624830629,1545.0907069779932
1514.677068237972,2219.9555373713374,1556.3497717008577,2255.7568214740604
1578.7841246470925,2241.529007215053,1595.39158785966,2261.6896734395996
1929.7077559336904,1028.4841340165585,2049.8495343283867,1176.5538698360324
2030.9071756123449,1094.2455522539094,2148.2093098054756,1237.89009129256
2129.3615814854275,1050.5684050219133,2164.208243372268,1072.0936650913209
1973.1087479802663,970.8247943250462,2003.593787976657,1003.8719825241715
2188.8678740420146,1240.4008080912754,2253.800104316615,1317.32453465648
2606.436909337819,544.5777626335621,2622.3365821082843,561.1300902403891
1949.4340886476566,1528.1782038472593,1960.0819262733567,1538.4205665756017
2339.6152731169714,720.4460011199117,2389.9088212866336,775.1173769626766
1869.5427393993596,765.6354766441509,1880.2342595207156,775.8544754721224
1873.0114436642616,756.3751961998641,1883.163828855555,765.941356068477
1875.493816061702,746.3398228604347,1886.2550427344977,757.057910727337
1884.4428392890259,732.2747414065525,1895.3310663696611,742.9074371363968
2055.44834307133,619.8001504931599,2078.487482721044,638.2352587021887
1794.7198526044958,2082.4315940942615,1836.10022430151,2122.6822045417503
1275.9031961182482,2092.992701470852,1286.759695843386,2103.5239051450044
2096.5425436796504,1361.7703241053969,2142.428571393306,1407.1469710003585
2115.386085268052,1383.5387735432014,2158.0034701980185,1424.690068675205
2143.8960307354573,1406.7298148339614,2190.809882672329,1455.2877131644636
2007.6330576608307,1423.5065543316305,2080.3982220808393,1495.6078690104187
2058.319968772703,1485.9138519819826,2099.3483041963773,1527.3648727284744
2094.829515880381,1451.5196510385722,2136.014211190457,1491.0591695364565
2035.4616242085467,1464.5211378810927,2071.664184966299,1501.1617710068822
2125.861353875429,1421.8413647096604,2136.0258462313795,1432.467494547367
2108.448128399963,1425.7012574598193,2118.4952162455884,1435.9945299848914
2072.298418634513,1428.7918323995546,2115.816782566486,1471.329661846161
2165.6868908217293,1384.7460126113147,2181.9476214636234,1401.4863732960075
2140.4249095876585,1925.8598299790174,2151.5202889170614,1938.1670880485326
2422.1510592400446,2198.8896123925224,2453.4777389801457,2242.395295770839
2458.9741635701503,2193.106187019497,2489.120050956204,2235.0558158019558
2467.383008192177,2100.1662522144616,2497.5121762517956,2142.0938169546425
1846.7167775419075,2432.8501657517627,1856.8726391128148,2443.7988278642297
2485.93954621366,1774.1451915949583,2504.4099055092665,1796.4758513513952
1285.9574124322971,1055.2026021266356,1315.0583217753447,1086.2078093299642
2094.740987569676,731.7492774762213,2135.9740709054167,758.4499022327363
2103.552208576177,714.207643724978,2145.015751218132,739.9071588609368
2110.6474038668675,698.1458815895021,2152.1377040681546,723.9400311792269
2119.7196129676886,681.8490523695946,2159.811475438415,706.7933352980763
1418.3627895072568,1749.6662039123476,1456.9524315717863,1773.4691001689062
2824.348453407467,0.0,2835.9562705220305,10.692899715155363
2852.526701630035,1.5404166709631681,2868.1899285416002,17.316750397905707
2307.7733463062323,1528.50880049821,2335.8203678754508,1569.030024024658
2212.0379706153763,1614.4685096172616,2240.564654229034,1661.8111752215773
2301.5466380032594,1671.0174537282437,2329.3876406205236,1712.9422508766875
2084.9153037496726,1834.739452813752,2100.907858161838,1847.5819050734863
1622.487249536498,1668.3758308887482,1639.1799380016746,1687.940326829441
1482.052041631483,1852.6520087122917,1501.9575818153098,1863.70606951043
1980.6735190854524,2438.9514725450426,2016.9876298130257,2477.468377115205
2017.361713042017,2417.495798347518,2045.0298094095197,2442.062860876322
1963.0952926468453,2374.623647445813,2027.328366117843,2415.664547516033
1937.1195556172752,2391.482410380617,1967.6006931630545,2435.099442228675
1898.589488703874,2388.6243962487206,1943.7227953884867,2426.9639068115503
2055.912471386662,2312.2138500623405,2075.1305835845415,2328.23929204233
2074.4136316335644,2299.398721924983,2092.2195656841504,2320.6276773829013
2035.5459652676946,2311.6712648533285,2055.4425024864613,2326.9811967909336
2050.883080164029,2285.1406877133995,2076.956037051743,2311.2368211895227
2041.769839386281,2188.5340337380767,2081.9129682953353,2255.8468013480306
2024.868409006449,2195.7184321116656,2041.629518258851,2223.312387391925
1971.8785745504429,2258.0824777493253,1982.1267770992708,2282.616939354688
1956.449038619001,2255.262316133827,1971.21899952885,2277.9241929640993
1937.7472747353022,2252.5417257472873,1955.1558588058106,2286.1176941674203
2090.599788679334,1940.5969293350354,2122.1590044170734,1962.6983909951523
2291.941599336511,687.4115115022287,2302.114738100616,698.8272910509259
2379.6867091787863,790.567645939067,2389.8496803300804,801.9723412171006
2324.183275284071,545.0968660861254,2390.7861406105803,587.8514198884368
2586.488269811496,384.20790973864496,2617.5451844556956,404.8196924366057
1881.2788748635794,816.019831020385,1931.8513658274314,849.3891515545547
1947.4701407096582,622.5817049229518,2097.9930878166924,719.465090460144
1733.002142186102,1382.4278988894075,1766.3530950521235,1431.2345513468608
1757.9563750321977,1392.547334230505,1791.307128289307,1441.3429088126868
1713.202438591572,1448.91253793519,1722.0941069904366,1464.7748225498945
1718.1281952662976,1985.6474791243672,1736.638809799857,2004.0526465177536
2296.2875191085623,588.9684616494924,2332.016593087057,645.5983116645366
2336.4911425866303,621.2610743865371,2364.9153171726502,665.0243440214545
2311.852370166627,598.4574712943286,2345.9811376095167,651.5755640529096
2144.7839342983207,530.0429805638269,2173.2084331954247,573.7950971908867
2170.352518041793,529.5523495394737,2206.071461314801,586.1819767989218
2192.9398058651714,544.2130750212818,2227.07924656471,597.3421780895442
2219.660858884803,556.3835010379553,2253.800242752768,609.5016873329878
2251.8427316247835,921.96350055933,2265.9612954355543,934.3978514689952
2090.8013186102617,929.0558800036088,2162.59962343605,973.2694691158831
2250.1687581645674,988.9417014475912,2280.2276618077303,1027.5277132205665
2246.941426168836,1554.1642394661903,2269.197399304423,1588.3316430160776
2221.47014224733,1546.8849039757624,2254.4171468423447,1601.9124473519623
2245.415950904542,1203.7467032708228,2307.2581982715637,1253.8629865394905
1497.1938527670573,1522.4237392246723,1526.9442350647296,1535.7042751358822
1480.2721871803515,1629.2566118696705,1510.022786310874,1642.5482384106144
1493.77582864312,1662.1784900985658,1523.5264764315798,1675.4590094015002
1279.2456154999672,2077.595413580537,1289.3469506586553,2088.5982015915215
1359.6294139894308,2187.745024263859,1408.2334902414004,2235.1070954352617
1271.6105254901922,2251.424893600866,1339.421783443424,2276.3635020703077
1748.9259625437553,2289.589499125257,1775.5373220897745,2331.249518411234
1954.8691963432357,2307.696682544425,1966.3292229601648,2321.6690835654736
1875.6279745487846,2261.579555582255,1898.707054208091,2292.734289909713
1885.851075304381,2219.636231153272,1907.588085540745,2242.6517770905048
2260.462613063981,2104.9305604062974,2292.3611236547004,2115.3539557782933
2275.9696920157294,2057.5406232792884,2322.8698359990376,2081.7717027254403
2221.879256296088,2117.9683896675706,2244.667765236227,2149.9820810910314
2209.368651786761,2144.431501848623,2245.50975139573,2170.0564102921635
2201.3795931041823,2160.8155349399894,2224.168193264224,2192.829223893583
2215.7453683402273,2167.4521017801017,2238.5339536645333,2199.4657918931916
2236.1683318392606,2124.947253698483,2258.956826528127,2156.9609462693334
2230.017724990379,2174.8958211531863,2252.816563526052,2206.909512403421
2297.5779948391137,1871.3615072695538,2321.5729609393165,1880.5312370937318
2327.1657282000524,1871.2195985177532,2343.705302386603,1880.1435784529895
2422.240334972739,1943.2376027125865,2446.1404866795638,1987.418710468337
2384.2915523941047,1886.13778117951,2449.0937234518933,1941.496816560626
1831.9335401990684,534.7854078514501,1981.6186045252834,690.5300776138902
2386.9787509914604,1287.1634142640978,2395.4682634139317,1294.527933165431
2340.8367821227876,1245.6950165573508,2359.9486044391524,1260.1860491950065
2606.3369138514972,1158.6152054071426,2629.0100307996036,1180.1676268596202
2637.689115810499,1121.6855699438602,2661.5299017046927,1141.701642417349
2651.9794084046734,1076.3856562320143,2685.8427245953353,1099.7555026765913
2294.539462506713,1194.3811868876219,2312.3340927671525,1212.2344430051744
2268.8379881010624,1140.035386517644,2320.5933662955067,1201.6694808732718
2332.128361469542,1482.5657691638917,2350.0914598952513,1497.4698414802551
2327.895466548449,1464.3888323530555,2359.191882800893,1489.8835040181875
2287.490448745375,1434.2930266642943,2322.987031582219,1472.7957893013954
2773.600966230326,1775.0022891862318,2787.938730557158,1789.0824699997902
2480.328310219862,1797.981518998742,2504.915011995414,1813.649156646803
2456.176743357035,1776.589045798406,2480.2863551032497,1813.540126759559
2172.864690037386,1800.1708874469623,2185.6134451113758,1852.8398631792516
2152.5648472842295,1826.752057151869,2162.6615485185757,1843.9199919104576
1856.0371609674185,1727.70036249049,1869.5953029989614,1739.9025428555906
1867.6227337436867,1719.767517552711,1882.1597877722816,1733.274937310256
1722.0745411462267,2254.776768097654,1757.8381786086247,2278.4345379285514
1616.8177983673522,2081.6831993460655,1681.3494085467537,2100.3181630410254
1621.1730606691563,2016.6408110214397,1640.4243493168033,2038.030004452914
1915.7823687674827,1877.1213978892192,1921.4948272168403,1883.6118816826493
1913.1784886377864,1864.0247946102172,1922.5475477075088,1873.2700894195586
1901.0388984587626,1868.0958627108485,1913.1060466131312,1892.4133829064667
1911.5832032335456,1750.7993571255356,1922.5086056672153,1773.8172199111432
1994.4079039401258,1750.322958221659,2015.3639176255674,1774.1346071679145
1682.6982305812417,1837.0880435686558,1693.6600252057542,1846.719668920152
2275.8444933801075,911.3165269521996,2285.2911323118606,919.5339978374541
2257.7814684197656,917.815026992932,2296.6346360636526,958.8778183758259
2424.7976301219896,290.18319098837674,2464.6838107547374,310.99569361284375
2296.178707946383,299.80340910330415,2305.8407250466407,310.3185235410929
1817.851348294469,1414.5786490458995,1820.468328637944,1417.1802202304825
1426.1360043679015,842.306311763823,1454.831823262677,871.9126723688096
1420.0217406642041,837.5440395511687,1443.3688827066217,861.9398601632565
1436.873334318574,824.6675079558045,1461.343877589563,847.9004340078682
1460.2376194781973,843.7420020867139,1475.9241945008398,859.2551693385467
1405.2206671290915,853.9022352136672,1425.6608084778418,870.9948328733444
1433.3857945493073,880.0539577743039,1452.7611381381867,902.7580635081977
1455.6535278517404,860.9039104003459,1471.6816208203672,876.9395155571401
1446.3195010820637,859.1291953762993,1455.252442471683,867.7965097352862
1444.2604305995046,869.799323970452,1462.0936884512194,887.322782902047
1394.3715287794475,865.8271260540932,1416.4503670775448,887.539620237425
1386.6239023703965,877.8387361299247,1402.789890704269,898.0222338261083
1393.0927103700815,887.9780900515616,1412.2844588931766,907.2939475476742
1426.5777711492847,896.3173862863332,1440.890719170624,910.6151434648782
1410.3048406229354,899.8828702755272,1433.0899305386702,922.0647140741348
1399.202541418199,907.9467744920403,1423.6279316478758,934.4751775059849
2331.132703306095,835.5803089775145,2361.3814204758382,855.0661761397496
2324.35993403499,780.772656314075,2408.0144019404543,848.1605200208724
1712.5697804029915,1970.389450121671,1727.29822475143,1983.932497728616
1823.6968852956197,2333.7729094866663,1849.9558306477848,2349.1497500557452
1811.6768655276974,2288.254685698077,1851.096939267416,2328.8330483203754
2064.355771878618,1381.6188798807561,2078.7865906904917,1396.0493800602853
1910.5337470119703,954.8491214774549,1946.757332476147,993.3124082442373
1895.5997535671922,997.1103654913604,1917.816604447784,1016.739695655182
1914.817989193718,1009.5061813574284,1937.3100592198898,1029.1999234072864
1875.7071223048843,1025.0250819744542,1923.2742786602466,1089.0458350796252
1842.31404797273,1073.35602299124,1883.1970103781205,1104.797449534759
1821.4545018546632,1106.357606722042,1861.3540095654898,1136.8733943477273
1898.222134279029,1088.876148342155,1949.880733061349,1146.363315699622
1452.3666023114347,1543.6897102082148,1462.8810316831805,1624.1161597343162
2042.1525962951127,1070.3676375048235,2096.7152550572646,1141.4322982300073
