0,1,0,-63.0443,-95.5,39.0781
1,1,0,-77.1855,-103,88.6335
2,1,0,-85.1369,-103,140.47
3,1,0,-89.9123,-99,185.22
4,1,0,-90.552,-98,192.21
5,1,0,-90.5555,-100.5,192.249
6,1,0,-91.4858,-109,202.891
7,1,0,-92.6828,-97,217.454
8,1,0,-101.087,-95,353.784
9,1,0,-132.549,-93.5,555.784
10,1,0,-134.655,-103,628.697
11,1,0,-136.988,-98.5,721.547
12,1,0,-138.978,-96,729.122
13,1,0,-138.73,-112,714.353
14,1,0,-134.778,-117,644.775
15,1,0,-169.561,-105,865.422
16,1,0,-144.349,-110,995.171
17,1,0,-145.097,-108,1039.05
18,1,0,-145.832,-114,1086.2
19,1,0,-146.219,-115,1111.24
20,1,0,-148.051,-111,1231.75
21,1,0,-148.354,-115,1252.38
22,1,0,-148.413,-112,1256.32
23,1,0,-174.171,-115,1282.04
24,1,0,-198.775,-112,1293.97
25,1,0,-175.279,-107,1287.64
26,1,0,-151.043,-108,1287.02
27,1,0,-144.562,-104,1284.11
28,1,0,-145.544,-94,1258.23
29,1,0,-145.705,-97.5,1195.37
30,1,0,-144.738,-102,1132.37
31,1,0,-147.319,-106,1108.14
32,1,0,-164.842,-116,1080.1
33,1,0,-139.574,-104,936.736
34,1,0,-117.758,-110,929.018
35,1,0,-146.428,-110,928.102
36,1,0,-163.361,-108,930.397
37,1,0,-147.616,-109,893.32
38,1,0,-145.448,-109.5,785.896
39,1,0,-137.787,-110,731.636
40,1,0,-113.154,-107,711.613
41,1,0,-112.864,-111,699.737
42,1,0,-139.075,-115,725.116
43,1,0,-139.337,-110,741.888
44,1,0,-140.295,-114,796.398
45,1,0,-140.593,-112,812.486
46,1,0,-140.756,-112,1014.41
47,1,0,-147.351,-113,1173.45
48,1,0,-143.342,-110,1266.53
49,1,0,-213.627,-113,1449.46
50,1,0,-162.616,-111,1521.02
51,1,0,-162.045,-111,1578.55
52,1,0,-156.192,-111.33,1576.33
53,1,0,-153.234,-110,1580.21
54,1,0,-146.26,-111,1584.1
55,1,0,-148.559,-109,1575.62
56,1,0,-146.925,-108,1599.34
57,1,0,-151.707,-104,1601.81
58,1,0,-152.539,-109,1599.16
59,1,0,-152.537,-109,1598.9
60,1,0,-152.538,-110,1598.87
61,1,0,-152.55,-109.67,1598.21
62,1,0,-147.802,-111,1545.71
63,1,0,-156.834,-107,1511.53
64,1,0,-155.487,-109,1511.05
65,1,0,-154.717,-112,1506.83
66,1,0,-180.829,-112,1481.83
67,1,0,-151.366,-110,1486.61
68,1,0,-149.083,-106,1485
69,1,0,-148.965,-110,1479.83
70,1,0,-149.674,-109,1488.26
71,1,0,-149.503,-107.5,1490.22
72,1,0,-153.539,-110,1505.37
73,1,0,-126.083,-115,1504.61
74,1,0,-126.075,-111,1503.92
